, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,19794,659,18,321.15228,247.83034,0,1.69582,1.79476,3.9847,9.92716,26.98397,0.0081,0.0,0.0,9.144,19,9.65,5.05,0.0,17,35,17.78,2.3597,-8.636,35,17.78,2.3597,0.5,1,19,9.652,2.68107,-0.508,35,17.78,2.3597
1,19795,659,19,321.48853,247.43871,0,2.68107,1.83588,4.1336,10.37336,28.19153,0.00643,33.5514687378,33.5514687378,9.652,19,9.65,5.05,0.404779398026,17,35,17.78,2.3597,-8.128,35,17.78,2.3597,0.5,1,19,9.652,2.68107,0.0,35,17.78,2.3597
2,19796,659,20,321.4353,247.66959,0,3.55266,1.8682,4.26953,10.87319,30.00395,0.0135,21.1565647082,15.4008865278,10.16,19,9.65,5.05,0.121473896383,17,35,17.78,2.3597,-7.62,35,17.78,2.3597,0.5,1,19,9.652,2.68107,0.508,35,17.78,2.3597
3,19797,659,21,321.81564,247.30113,0,3.26053,1.88872,4.36791,11.28348,31.65912,0.00699,55.1585309846,34.4206324524,10.668,19,9.65,5.05,0.898643617888,17,35,17.78,2.3597,-7.112,35,17.78,2.3597,0.5,1,19,9.652,2.68107,1.016,35,17.78,2.3597
4,19798,659,22,321.7897,247.30022,0,4.31787,1.84933,4.18308,10.52243,28.60088,0.00626,53.8885466879,1.68713720026,11.176,19,9.65,5.05,0.869616080651,17,35,17.78,2.3597,-6.604,35,17.78,2.3597,0.5,1,19,9.652,2.68107,1.524,35,17.78,2.3597
5,19799,659,23,321.8945,247.29214,0,4.42619,1.90641,4.43703,11.50648,32.30978,0.00654,59.592975857,6.83221626122,11.684,19,9.65,5.05,1.0,17,35,17.78,2.3597,-6.096,35,17.78,2.3597,0.5,1,19,9.652,2.68107,2.032,35,17.78,2.3597
6,19800,659,24,321.86499,247.35463,0,4.81512,1.91829,4.49283,11.72058,33.08722,0.01014,55.6976632467,4.49198451077,12.192,19,9.65,5.05,0.910966354361,17,35,17.78,2.3597,-5.588,35,17.78,2.3597,0.5,1,19,9.652,2.68107,2.54,35,17.78,2.3597
7,19801,659,25,321.59927,247.68097,0,4.96889,1.86495,4.27469,10.97093,30.66699,0.00867,30.6336564227,27.3544925314,12.7,19,9.65,5.05,0.338088096532,17,35,17.78,2.3597,-5.08,35,17.78,2.3597,0.5,1,19,9.652,2.68107,3.048,35,17.78,2.3597
8,19802,659,26,321.66025,247.53696,0,4.8007,1.83488,4.10967,10.22075,27.43478,0.00999,38.1293205275,10.1652686198,13.208,19,9.65,5.05,0.509413576284,17,35,17.78,2.3597,-4.572,35,17.78,2.3597,0.5,1,19,9.652,2.68107,3.556,35,17.78,2.3597
9,19803,659,27,321.88974,247.31154,0,4.95961,1.91932,4.51052,11.83843,33.71684,0.00704,58.6082581383,20.9093832815,13.716,19,9.65,5.05,0.977492690013,17,35,17.78,2.3597,-4.064,35,17.78,2.3597,0.5,1,19,9.652,2.68107,4.064,35,17.78,2.3597
