, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,18004,592,13,864.44757,524.83325,0,1.81836,1.92654,4.62798,12.69646,38.77148,0.01596,0.0,0.0,6.604,21,10.67,5.49,0.0,10,23,11.684,5.01112,-5.08,23,11.684,5.01112,0.5,2,15,7.62,3.21201,-1.016,23,11.684,5.01112
1,18005,592,14,864.22314,524.79016,0,2.50817,1.94142,4.67802,12.78953,38.60805,0.01065,14.8543948354,14.8543948354,7.112,21,10.67,5.49,0.0,10,23,11.684,5.01112,-4.572,23,11.684,5.01112,0.5,2,15,7.62,3.21201,-0.508,23,11.684,5.01112
2,18006,592,15,864.06061,524.71356,0,3.21201,1.92434,4.6389,12.81095,39.46833,0.00851,26.3281083973,11.6789573508,7.62,21,10.67,5.49,0.13593801588,10,23,11.684,5.01112,-4.064,23,11.684,5.01112,0.5,2,15,7.62,3.21201,0.0,23,11.684,5.01112
3,18007,592,16,863.73291,524.95447,0,3.42601,1.97484,4.85799,13.58646,41.96571,0.01063,47.1164014638,26.4371004267,8.128,21,10.67,5.49,0.382233105759,10,23,11.684,5.01112,-3.556,23,11.684,5.01112,0.5,2,15,7.62,3.21201,0.508,23,11.684,5.01112
4,18008,592,17,863.5993,524.664,0,4.4115,2.03999,5.16155,14.81404,46.78606,0.00298,56.2243445632,20.7821633601,8.636,21,10.67,5.49,0.490141997418,10,23,11.684,5.01112,-3.048,23,11.684,5.01112,0.5,2,15,7.62,3.21201,1.016,23,11.684,5.01112
5,18009,592,18,863.45599,524.6145,0,4.3347,2.01919,5.05293,14.34114,44.84748,0.00689,66.0024498701,9.85516746547,9.144,21,10.67,5.49,0.605990822413,10,23,11.684,5.01112,-2.54,23,11.684,5.01112,0.5,2,15,7.62,3.21201,1.524,23,11.684,5.01112
6,18010,592,19,863.44781,524.71881,0,4.14195,1.97985,4.89048,13.78155,43.0627,0.00353,65.4087533387,6.80096602789,9.652,21,10.67,5.49,0.598956837463,10,23,11.684,5.01112,-2.032,23,11.684,5.01112,0.5,2,15,7.62,3.21201,2.032,23,11.684,5.01112
7,18011,592,20,863.37372,524.62775,0,4.60053,1.9502,4.68875,12.70418,37.74545,0.00957,71.0668537809,7.63058244386,10.16,21,10.67,5.49,0.665992757752,10,23,11.684,5.01112,-1.524,23,11.684,5.01112,0.5,2,15,7.62,3.21201,2.54,23,11.684,5.01112
8,18012,592,21,863.5481,524.77863,0,4.31686,1.90267,4.41943,11.43403,32.02931,0.00848,58.57324617,14.9885488267,10.668,21,10.67,5.49,0.517971263174,10,23,11.684,5.01112,-1.016,23,11.684,5.01112,0.5,2,15,7.62,3.21201,3.048,23,11.684,5.01112
9,18013,592,22,863.65155,524.74817,0,4.81861,1.87519,4.29503,10.92288,29.93862,0.00645,52.0359994401,7.00967489065,11.176,21,10.67,5.49,0.440519412473,10,23,11.684,5.01112,-0.508,23,11.684,5.01112,0.5,2,15,7.62,3.21201,3.556,23,11.684,5.01112
