,time[frames],multi_alignedByIntensity_intensity_mean,multi_alignedByIntensity_intensity_std,multi_alignedByIntensity_intensity_mean_normalized,multi_alignedByIntensity_intensity_std_normalized,multi_alignedByIntensity_distance_mean,multi_alignedByIntensity_distance_std,multi_alignedByIntensity_distance_mean_normalized,multi_alignedByIntensity_distance_std_normalized
0,-252.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-252.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-251.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-251.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-250.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-250.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-249.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-249.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-248.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-248.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-247.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-247.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-246.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-246.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-245.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-245.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-244.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-244.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-243.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-243.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-242.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-242.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-241.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-241.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-240.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-240.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-239.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-239.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-238.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-238.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,-237.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-237.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-236.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-236.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
