, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity
10,3254,126,10,797.65698,248.14751,0,2.6585099999999997,1.81955,4.04397,9.98635,26.64292,0.00481,12.791575065349118,18.352162135973277,1.6,34,5.44,4.08,0.03593455576096734,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-1.6,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.0,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
11,3255,126,11,797.57709,248.26836,0,2.50305,1.92315,4.5391699999999995,11.9974,34.48823,0.00715,20.282103026374514,9.416509102898738,1.76,34,5.44,4.08,0.061424299123332075,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-1.4400000000000002,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.15999999999999992,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
12,3256,126,12,797.73798,247.88437000000002,0,2.9634400000000003,1.8441599999999998,4.16297,10.46159,28.44309,0.00566,9.848050124894879,27.06170318078553,1.92,34,5.44,4.08,0.02591794602353736,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-1.2800000000000002,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.31999999999999984,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
13,3257,126,13,797.6358,247.92645,0,2.85187,1.8066,4.01771,9.98906,27.002029999999998,0.0051,2.831903197939614,7.182861402670139,2.08,34,5.44,4.08,0.002042488179808554,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-1.12,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.48,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
14,3258,126,14,797.61511,247.86223999999999,0,2.96359,1.77187,3.86955,9.435960000000001,24.98078,0.00743,6.23142714492579,4.384971589989126,2.24,34,5.44,4.08,0.013610830680332203,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-0.96,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.6400000000000001,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
15,3259,126,15,797.97858,247.92112999999998,0,3.2645,1.84903,4.2350699999999994,10.92533,30.84645,0.0096,24.3755566796384,23.93363842847585,2.4,34,5.44,4.08,0.07535403593632267,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-0.8000000000000003,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.7999999999999998,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
16,3260,126,16,797.71796,247.8145,0,3.7997300000000003,1.80676,3.99102,9.78319,25.85744,0.00872,11.836691714533986,18.30332844027305,2.56,34,5.44,4.08,0.03268515442638628,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-0.6400000000000001,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,0.96,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
17,3261,126,17,797.91193,247.99791000000002,0,3.6724099999999997,1.8771099999999998,4.35681,11.365089999999999,32.361309999999996,0.00885,20.099129521943105,17.35190662506783,2.72,34,5.44,4.08,0.06080165307029863,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-0.48,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,1.12,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
18,3262,126,18,797.88342,247.95023999999998,0,3.35045,1.87139,4.34042,11.35791,32.599709999999995,0.01081,18.08089728428601,3.6104261555959947,2.88,34,5.44,4.08,0.05393374975945001,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-0.3200000000000003,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,1.2799999999999998,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
19,3263,126,19,798.0280799999999,248.1606,0,3.43874,1.94408,4.63631,12.36505,35.785579999999996,0.01242,30.481160253910115,16.594468836631396,3.04,34,5.44,4.08,0.09613097836151566,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,-0.16000000000000014,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,1.44,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
20,3264,126,20,798.00482,248.11761,0,3.5578199999999995,1.84802,4.19541,10.6303,29.18814,0.01235,27.9708739012983,3.1771423531970306,3.2,34,5.44,4.08,0.08758864927242398,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.0,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,1.6,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
21,3265,126,21,797.93805,248.15436,0,3.72511,1.8288400000000002,4.10125,10.23926,27.6361,0.01395,25.123980114867845,4.954004497879058,3.36,34,5.44,4.08,0.07790086860147521,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.1599999999999997,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,1.7599999999999998,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
22,3266,126,22,797.91339,248.39355,0,3.5373300000000003,1.8396299999999999,4.14419,10.3939,28.202690000000004,0.00857,34.696384162762115,15.629759448964668,3.52,34,5.44,4.08,0.11047509084739081,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.31999999999999984,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,1.92,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
23,3267,126,23,797.96637,248.63218999999998,0,3.7647,1.8239599999999998,4.09028,10.230360000000001,27.718190000000003,0.0123,49.73216294290452,15.889266951307752,3.68,34,5.44,4.08,0.1616407956352619,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.48,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,2.08,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
24,3268,126,24,798.10437,249.02437,0,3.49264,1.8193700000000002,4.05638,10.06224,26.980909999999998,0.01316,76.55106759575452,27.023835199507136,3.84,34,5.44,4.08,0.2529036545976488,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.6399999999999997,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,2.2399999999999998,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
25,3269,126,25,798.29395,249.07022,0,4.07909,1.84943,4.18346,10.52008,28.56148,0.012190000000000001,85.04998446279762,12.677966136272232,4.0,34,5.44,4.08,0.2818248749610457,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.7999999999999998,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,2.4,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
26,3270,126,26,798.51642,249.51312000000001,0,3.82821,1.8232599999999999,4.05981,10.03559,26.76613,0.00915,117.1742851423679,32.21622632389795,4.16,34,5.44,4.08,0.39114162596688434,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,0.96,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,2.56,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
27,3271,126,27,798.29926,249.48035,0,3.68264,1.79604,3.93645,9.55332,24.94912,0.011170000000000001,108.77062391487824,14.27521033689425,4.32,34,5.44,4.08,0.36254455389031964,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,1.12,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,2.72,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
28,3272,126,28,798.3247700000001,249.6526,0,3.54987,1.8083900000000002,4.0022400000000005,9.838230000000001,26.10146,0.009909999999999999,119.68751020558679,11.31836894101973,4.48,34,5.44,4.08,0.39969395528287327,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,1.2800000000000002,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,2.8800000000000003,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
29,3273,126,29,798.9816900000001,250.1105,0,3.6648199999999997,1.9486,4.68283,12.64845,37.25179,0.007679999999999999,166.09054518253757,52.04938858709156,4.64,34,5.44,4.08,0.5576002415889448,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,1.4399999999999995,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,3.0399999999999996,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
30,3274,126,30,800.49738,249.72516000000002,0,3.1869400000000003,1.7617,3.80356,9.11337,23.55479,0.010740000000000001,220.31136593776645,101.65391316831736,4.8,34,5.44,4.08,0.7421099067472293,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,1.5999999999999996,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,3.1999999999999997,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
31,3275,126,31,800.85645,250.52982000000003,0,2.94731,1.8195700000000001,4.05695,10.064210000000001,26.98535,0.00867,269.46334252096597,57.27414724474304,4.96,34,5.44,4.08,0.9093706492980399,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,1.7599999999999998,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,3.36,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
32,3276,126,32,800.40967,250.38214,0,3.06373,1.79161,3.9096699999999998,9.425889999999999,24.39621,0.0058,240.9612016890709,30.58605723413868,5.12,34,5.44,4.08,0.8123798552094041,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,1.92,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,3.52,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
33,3277,126,33,801.27405,250.65791000000002,0,2.57689,1.8426099999999999,4.16935,10.54717,29.0217,0.01174,296.0960816534022,58.974807601148036,5.28,34,5.44,4.08,1.0,2.0,27.9708739012983,20,20,3.2,3.5578199999999995,2.08,33,5.28,2.57689,0.5,2.04,5,5,0.8,2.1141400000000004,3.68,18,2.88,3.35045,1.54,10,10,1.6,2.6585099999999997,23,3.68,3.7647
