, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromDistance_Time_plus_dt_Distance,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_raw_Time_plus_dt_Distance,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Distance
0,4730,170,0,448.39874000000003,303.9538,0,1.45938,1.7144,3.64169,8.64829,22.31889,0.00442,0.0,0.0,0.0,70,11.2,6.13,0.0,2.0,27.583079141430346,53,53,8.48,5.50255,-8.48,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-3.84,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
1,4731,170,1,448.32974,304.15648999999996,0,1.5984,1.69192,3.5375900000000002,8.26725,21.04253,0.0067599999999999995,13.917323647973545,13.917323647973545,0.16,70,11.2,6.13,0.04037157385522282,2.0,27.583079141430346,53,53,8.48,5.50255,-8.32,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-3.6799999999999997,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
2,4732,170,2,448.70068,304.2753,0,1.8739,1.68543,3.5053400000000003,8.12765,20.46581,0.0046,28.668611885822088,25.317671027020513,0.32,70,11.2,6.13,0.10356917498029568,2.0,27.583079141430346,53,53,8.48,5.50255,-8.16,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-3.52,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
3,4733,170,3,448.4519,304.40952000000004,0,1.87221,1.6059299999999999,3.16526,6.9007,16.24243,0.00346,29.8226562264356,18.374029198298725,0.48,70,11.2,6.13,0.1085133420755878,2.0,27.583079141430346,53,53,8.48,5.50255,-8.0,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-3.36,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
4,4734,170,4,448.27173,304.54123,0,2.1122099999999997,1.67625,3.44602,7.840310000000001,19.21865,0.00479,39.06524577709658,14.506618538618296,0.64,70,11.2,6.13,0.14811052697003943,2.0,27.583079141430346,53,53,8.48,5.50255,-7.840000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-3.1999999999999997,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
5,4735,170,5,448.2207,304.2843,0,1.99973,1.65166,3.3561400000000003,7.56657,18.4411,0.00645,24.401288429300973,17.026661079172595,0.8,70,11.2,6.13,0.08528706962593499,2.0,27.583079141430346,53,53,8.48,5.50255,-7.680000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-3.04,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
6,4736,170,6,448.33786,304.19235,0,2.40035,1.7237799999999999,3.63942,8.52948,21.59941,0.00299,16.00274085594333,9.68069510533484,0.96,70,11.2,6.13,0.04930593692667884,2.0,27.583079141430346,53,53,8.48,5.50255,-7.5200000000000005,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-2.88,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
7,4737,170,7,448.3508,304.25247,0,2.46656,1.6702400000000002,3.42657,7.79968,19.18949,0.00355,19.662044726135562,3.9972928401634653,1.12,70,11.2,6.13,0.0649831593261764,2.0,27.583079141430346,53,53,8.48,5.50255,-7.36,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-2.7199999999999998,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
8,4738,170,8,448.45550999999995,304.29834,0,2.61423,1.6844299999999999,3.4752199999999998,7.939019999999999,19.55571,0.00411,22.697069701008644,7.430566480757158,1.28,70,11.2,6.13,0.07798584049367814,2.0,27.583079141430346,53,53,8.48,5.50255,-7.2,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-2.5599999999999996,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
9,4739,170,9,448.23177999999996,304.28522000000004,0,2.8609400000000003,1.7237200000000001,3.64226,8.54133,21.63354,0.0067,24.121469172714335,14.567433536573104,1.44,70,11.2,6.13,0.08408826546186858,2.0,27.583079141430346,53,53,8.48,5.50255,-7.040000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-2.4,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
10,4740,170,10,448.37990999999994,304.46182000000005,0,2.64614,1.6701599999999999,3.4234199999999997,7.77487,19.0525,0.00315,33.043975355466934,14.9824727732937,1.6,70,11.2,6.13,0.12231414632607684,2.0,27.583079141430346,53,53,8.48,5.50255,-6.880000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-2.2399999999999998,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
11,4741,170,11,448.31964000000005,304.3038,0,2.76631,1.70643,3.57035,8.28383,20.74929,0.00506,23.323754462994494,10.993034235026862,1.76,70,11.2,6.13,0.08067068896118523,2.0,27.583079141430346,53,53,8.48,5.50255,-6.720000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-2.08,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
12,4742,170,12,448.23459,304.12366000000003,0,2.77412,1.72826,3.6739900000000003,8.69342,22.27351,0.0035,15.353990942831432,12.948535472110684,1.92,70,11.2,6.13,0.046526556741185894,2.0,27.583079141430346,53,53,8.48,5.50255,-6.5600000000000005,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-1.92,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
13,4743,170,13,448.39315999999997,304.37127999999996,0,2.8155200000000002,1.66565,3.4050199999999995,7.71322,18.86305,0.00435,27.13862379948262,19.11266495788243,2.08,70,11.2,6.13,0.09701438632404082,2.0,27.583079141430346,53,53,8.48,5.50255,-6.4,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-1.7599999999999998,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
14,4744,170,14,448.50134,304.39664,0,2.50647,1.6823700000000001,3.4657699999999996,7.90837,19.47491,0.00309,29.547060059504354,7.22232839533508,2.24,70,11.2,6.13,0.10733263051002895,2.0,27.583079141430346,53,53,8.48,5.50255,-6.24,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-1.5999999999999996,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
15,4745,170,15,448.21082,304.3591,0,2.3696900000000003,1.67767,3.4557300000000004,7.89543,19.49147,0.00373,29.038492028513968,19.040798051815738,2.4,70,11.2,6.13,0.10515381879885723,2.0,27.583079141430346,53,53,8.48,5.50255,-6.08,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-1.44,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
16,4746,170,16,448.47372,304.34906,0,3.21265,1.7167400000000002,3.5982800000000004,8.337530000000001,20.78817,0.00265,26.150079871771208,17.10095666943825,2.56,70,11.2,6.13,0.09277925757929667,2.0,27.583079141430346,53,53,8.48,5.50255,-5.92,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-1.2799999999999998,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
17,4747,170,17,448.52682000000004,304.31866,0,3.37886,1.76269,3.81515,9.21234,24.18051,0.008140000000000001,25.134694504809055,3.9771130547181355,2.72,70,11.2,6.13,0.08842913450022456,2.0,27.583079141430346,53,53,8.48,5.50255,-5.76,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-1.1199999999999997,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
18,4748,170,18,448.48712,304.2926,0,3.08308,1.73055,3.6729300000000005,8.660969999999999,22.08475,0.00509,22.758955645854147,3.086790802762564,2.88,70,11.2,6.13,0.0782509728126006,2.0,27.583079141430346,53,53,8.48,5.50255,-5.6000000000000005,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-0.96,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
19,4749,170,19,448.58520999999996,304.50128,0,3.38173,1.7421,3.71895,8.81655,22.59254,0.0059299999999999995,37.59368780450279,14.987961331098067,3.04,70,11.2,6.13,0.1418060651301719,2.0,27.583079141430346,53,53,8.48,5.50255,-5.44,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-0.7999999999999998,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
20,4750,170,20,448.54572,304.40259,0,3.32835,1.72335,3.64359,8.55457,21.704729999999998,0.00345,30.695941824814287,6.909342909785922,3.2,70,11.2,6.13,0.11225468005398907,2.0,27.583079141430346,53,53,8.48,5.50255,-5.28,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-0.6399999999999997,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
21,4751,170,21,448.38174000000004,304.55048,0,3.3494099999999998,1.70523,3.57711,8.35723,21.19674,0.00278,38.79993807520779,14.353214650819382,3.36,70,11.2,6.13,0.1469738933385199,2.0,27.583079141430346,53,53,8.48,5.50255,-5.120000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-0.48,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
22,4752,170,22,448.56647000000004,304.35733,0,3.49148,1.70233,3.56129,8.27822,20.81054,0.00255,28.40506052281832,17.372409247568612,3.52,70,11.2,6.13,0.10244006587155043,2.0,27.583079141430346,53,53,8.48,5.50255,-4.960000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-0.31999999999999984,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
23,4753,170,23,448.37411,304.42938,0,3.1537599999999997,1.6981700000000002,3.5367599999999997,8.17441,20.41998,0.0042899999999999995,30.954128354589955,13.35169809884118,3.68,70,11.2,6.13,0.11336080509619142,2.0,27.583079141430346,53,53,8.48,5.50255,-4.800000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,-0.1599999999999997,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
24,4754,170,24,448.35339000000005,304.5889,0,3.7046900000000003,1.7074200000000002,3.5588800000000003,8.19955,20.3303,0.00267,41.38660981902982,10.455901858761168,3.84,70,11.2,6.13,0.15805573557980498,2.0,27.583079141430346,53,53,8.48,5.50255,-4.640000000000001,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.0,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
25,4755,170,25,448.39734000000004,304.49207,0,3.65485,1.7377900000000002,3.68586,8.64673,21.829929999999997,0.00266,34.98766834189657,6.911933677706079,4.0,70,11.2,6.13,0.130641333218867,2.0,27.583079141430346,53,53,8.48,5.50255,-4.48,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.16000000000000014,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
26,4756,170,26,448.27921,304.44687000000005,0,4.46641,1.7324599999999999,3.67622,8.65104,21.96627,0.00473,32.97784117411637,8.221340426144113,4.16,70,11.2,6.13,0.12203081367428835,2.0,27.583079141430346,53,53,8.48,5.50255,-4.32,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.3200000000000003,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
27,4757,170,27,448.21660999999995,304.60083,0,4.155069999999999,1.7179099999999998,3.6061400000000003,8.37534,20.94831,0.0034,43.6913714788742,10.80300031287242,4.32,70,11.2,6.13,0.1679298161155975,2.0,27.583079141430346,53,53,8.48,5.50255,-4.16,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.4800000000000004,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
28,4758,170,28,448.38974,304.44338999999997,0,3.63251,1.68154,3.45508,7.843839999999999,19.163970000000003,0.00247,31.828726493882115,15.210743106851012,4.48,70,11.2,6.13,0.11710776627412434,2.0,27.583079141430346,53,53,8.48,5.50255,-4.0,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.6400000000000006,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
29,4759,170,29,448.45615,304.68567,0,4.05028,1.69818,3.52463,8.0918,20.0132,0.00243,47.71768625075054,16.329092762997657,4.64,70,11.2,6.13,0.18517938990564511,2.0,27.583079141430346,53,53,8.48,5.50255,-3.8400000000000007,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.7999999999999998,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
30,4760,170,30,448.54456,304.57501,0,4.856730000000001,1.75125,3.74249,8.856530000000001,22.587870000000002,0.00468,41.4761804740088,9.20661700259676,4.8,70,11.2,6.13,0.1584394749817203,2.0,27.583079141430346,53,53,8.48,5.50255,-3.6800000000000006,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,0.96,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
31,4761,170,31,448.48114000000004,304.68018,0,4.25071,1.68307,3.46959,7.916519999999999,19.46951,0.00248,47.51751921228676,7.982790044368076,4.96,70,11.2,6.13,0.1843218324875232,2.0,27.583079141430346,53,53,8.48,5.50255,-3.5200000000000005,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,1.12,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
32,4762,170,32,448.60519000000005,304.61914,0,4.18648,1.7331,3.6778699999999995,8.64943,21.92696,0.0028399999999999996,45.28120944688441,8.986537170818755,5.12,70,11.2,6.13,0.1747410141706943,2.0,27.583079141430346,53,53,8.48,5.50255,-3.3600000000000003,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,1.2800000000000002,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
33,4763,170,33,448.43948,304.564,0,4.22542,1.70743,3.55665,8.185310000000001,20.260720000000003,0.00293,39.75130189830384,11.351803607029282,5.28,70,11.2,6.13,0.1510497347462272,2.0,27.583079141430346,53,53,8.48,5.50255,-3.2,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,1.4400000000000004,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
34,4764,170,34,448.3855,304.59641,0,4.00891,1.7007299999999999,3.52788,8.08014,19.89787,0.0024100000000000002,41.77851473523747,4.092548095319451,5.44,70,11.2,6.13,0.15973473813023298,2.0,27.583079141430346,53,53,8.48,5.50255,-3.04,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,1.6000000000000005,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
35,4765,170,35,448.2916,304.561,0,4.32071,1.7181400000000002,3.6036699999999997,8.35058,20.8037,0.0036299999999999995,40.07769595186204,6.523059479452416,5.6000000000000005,70,11.2,6.13,0.15244807507242605,2.0,27.583079141430346,53,53,8.48,5.50255,-2.88,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,1.7600000000000007,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
36,4766,170,36,448.43573,304.48938,0,4.23016,1.70068,3.5400300000000002,8.150830000000001,20.205479999999998,0.0048200000000000005,34.8956298153852,10.461341859075752,5.76,70,11.2,6.13,0.13024702093963966,2.0,27.583079141430346,53,53,8.48,5.50255,-2.7200000000000006,66,10.56,3.5280400000000003,170.74611526723652,0.5,3.065,16,16,2.56,3.21265,1.92,29,4.64,4.05028,47.71768625075054,2.565,24,24,3.84,3.7046900000000003,37,5.92,4.50926,37.39536337826291
