, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromDistance_Time_plus_dt_Distance,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_raw_Time_plus_dt_Distance,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Distance
0,1603,57,0,1109.16357,113.67031999999999,0,2.68511,1.8276599999999998,4.07723,10.088389999999999,26.895329999999998,0.01236,0.0,0.0,0.0,41,6.56,5.55,0.0,2.0,26.66110859454784,22,22,3.52,5.4016,-3.52,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-1.12,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
1,1604,57,1,1109.2976099999998,113.44938,0,2.91417,1.8264,4.06885,10.0411,26.662020000000002,0.0069099999999999995,16.79733883595474,16.79733883595474,0.16,41,6.56,5.55,0.04045750665294843,2.0,26.66110859454784,22,22,3.52,5.4016,-3.36,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-0.9600000000000001,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
2,1605,57,2,1109.14624,113.4367,0,2.93693,1.7925200000000001,3.93014,9.56437,25.10734,0.00941,15.227022876861431,9.873510548040349,0.32,41,6.56,5.55,0.036390424639046376,2.0,26.66110859454784,22,22,3.52,5.4016,-3.2,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-0.8,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
3,1606,57,3,1109.2135,113.46947,0,3.20173,1.84087,4.14478,10.36695,27.97718,0.01043,13.452601914315153,4.863190579498046,0.48,41,6.56,5.55,0.031794715386986284,2.0,26.66110859454784,22,22,3.52,5.4016,-3.04,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-0.6400000000000001,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
4,1607,57,4,1109.13062,113.4116,0,3.31563,1.84822,4.170730000000001,10.45911,28.326729999999998,0.0103,16.952635644715237,6.570478083260658,0.64,41,6.56,5.55,0.040859721795747386,2.0,26.66110859454784,22,22,3.52,5.4016,-2.88,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-0.4800000000000001,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
5,1608,57,5,1109.30078,113.43941000000001,0,3.7061800000000003,1.8358900000000002,4.0982,10.11912,26.85456,0.0076,17.459006316084317,11.207142663617617,0.8,41,6.56,5.55,0.0421712101226455,2.0,26.66110859454784,22,22,3.52,5.4016,-2.7199999999999998,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-0.32000000000000006,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
6,1609,57,6,1109.22791,113.41703000000001,0,3.8220699999999996,1.84897,4.16758,10.41773,28.05708,0.00686,16.98671001790883,4.954902420076393,0.96,41,6.56,5.55,0.04094797363420585,2.0,26.66110859454784,22,22,3.52,5.4016,-2.56,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,-0.16000000000000014,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
7,1610,57,7,1109.1893300000002,113.54783,0,4.413930000000001,1.8260299999999998,4.0702300000000005,10.06197,26.801370000000002,0.00415,8.136010741298952,8.86411661080583,1.12,41,6.56,5.55,0.018024867217367225,2.0,26.66110859454784,22,22,3.52,5.4016,-2.4,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,0.0,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
8,1611,57,8,1109.2636699999998,113.48929,0,4.35578,1.83297,4.0944,10.128969999999999,26.95481,0.007940000000000001,13.446027463618787,6.150445221265994,1.28,41,6.56,5.55,0.031777687711744475,2.0,26.66110859454784,22,22,3.52,5.4016,-2.24,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,0.15999999999999992,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
9,1612,57,9,1109.05823,113.4709,0,4.35653,1.8582599999999998,4.2237800000000005,10.67914,29.169140000000002,0.007209999999999999,14.659604350044416,13.406994241142328,1.44,41,6.56,5.55,0.03492082377852608,2.0,26.66110859454784,22,22,3.52,5.4016,-2.08,35,5.6000000000000005,4.16775,179.77461122002975,0.5,2.775,1,1,0.16,2.91417,0.31999999999999984,14,2.24,5.25015,18.789323644295564,1.275,7,7,1.12,4.413930000000001,20,3.2,5.26673,28.56522646243574
