, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromDistance_Time_plus_dt_Distance,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_raw_Time_plus_dt_Distance,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Distance
0,1664,59,0,395.96292,114.75351,0,2.24638,1.85788,4.25831,10.94055,30.59323,0.011040000000000001,0.0,0.0,0.0,36,5.76,5.44,0.0,2.0,38.91822643572777,22,22,3.52,5.02193,-3.52,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-2.08,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
1,1665,59,1,395.78232,114.56181000000001,0,2.49582,1.76052,3.799,9.11988,23.71239,0.00487,17.11923424835205,17.11923424835205,0.16,36,5.76,5.44,0.03038248535281385,2.0,38.91822643572777,22,22,3.52,5.02193,-3.36,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-1.9200000000000002,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
2,1666,59,2,396.22958,114.62348,0,2.5624599999999997,1.75204,3.7782699999999996,9.09126,23.76768,0.0059700000000000005,19.283798412462968,29.34695627679962,0.32,36,5.76,5.44,0.034851307524950574,2.0,38.91822643572777,22,22,3.52,5.02193,-3.2,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-1.76,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
3,1667,59,3,395.90082,114.70371000000002,0,2.72776,1.84715,4.1971300000000005,10.66838,29.47912,0.00869,5.174118403166769,21.996521540063497,0.48,36,5.76,5.44,0.005721355217347746,2.0,38.91822643572777,22,22,3.52,5.02193,-3.04,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-1.6,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
4,1668,59,4,395.94498,114.94668999999999,0,2.3054200000000002,1.82404,4.12955,10.48742,28.977159999999998,0.00672,12.610729721153145,16.052419003064266,0.64,36,5.76,5.44,0.021074512261334326,2.0,38.91822643572777,22,22,3.52,5.02193,-2.88,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-1.44,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
5,1669,59,5,395.79443,114.63848999999999,0,2.1970099999999997,1.78594,3.90355,9.49018,24.9795,0.00965,13.260395171809291,22.29533565709453,0.8,36,5.76,5.44,0.02241577043168562,2.0,38.91822643572777,22,22,3.52,5.02193,-2.7199999999999998,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-1.28,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
6,1670,59,6,395.97452000000004,114.78861,0,3.05265,1.8066799999999998,4.00668,9.903839999999999,26.52158,0.01054,2.4028645925237417,15.239474566487408,0.96,36,5.76,5.44,0.0,2.0,38.91822643572777,22,22,3.52,5.02193,-2.56,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-1.12,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
7,1671,59,7,396.20447,114.70666000000001,0,2.82324,1.7797599999999998,3.8853199999999997,9.43693,24.792720000000003,0.007859999999999999,15.993345432555174,15.867564435821386,1.12,36,5.76,5.44,0.028058046564250393,2.0,38.91822643572777,22,22,3.52,5.02193,-2.4,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-0.96,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
8,1672,59,8,395.93469,114.85831,0,2.80468,1.8285900000000002,4.10117,10.250630000000001,27.75269,0.00984,7.054812931786319,20.116315568526584,1.28,36,5.76,5.44,0.009604118106921581,2.0,38.91822643572777,22,22,3.52,5.02193,-2.24,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-0.8,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
9,1673,59,9,396.02185,114.54942,0,3.0909299999999997,1.81477,4.06415,10.210410000000001,27.99162,0.00953,13.807792127092632,20.8618507755784,1.44,36,5.76,5.44,0.023545891539338303,2.0,38.91822643572777,22,22,3.52,5.02193,-2.08,34,5.6000000000000005,1.8942599999999998,486.7730365825965,0.5,2.72,3,3,0.48,2.72776,-0.6400000000000001,16,2.56,3.87521,18.76562623961713,1.7200000000000002,13,13,2.08,3.99326,26,4.16,4.93319,88.84244428206786
