, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity
10,3911,142,10,531.77612,267.93917999999996,0,4.33592,2.0803599999999998,5.40192,15.97502,52.093270000000004,0.00279,39.24588598990148,30.11503814973683,1.6,50,8.0,5.05,0.14145781593008264,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-3.8400000000000003,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.0,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
11,3912,142,11,531.58276,268.06937,0,4.1001900000000004,2.02992,5.0205400000000004,13.844920000000002,41.30761,0.00935,52.53662994202115,15.151767094385534,1.76,50,8.0,5.05,0.19785768434681797,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-3.6800000000000006,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.15999999999999992,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
12,3913,142,12,531.41608,268.01004,0,4.07792,1.94623,4.7436,13.22015,40.9388,0.00785,56.07094969859681,11.500091140619435,1.92,50,8.0,5.05,0.21285572884542894,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-3.5200000000000005,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.31999999999999984,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
13,3914,142,13,531.3453400000001,267.98019,0,4.28005,1.9208599999999998,4.53765,12.017339999999999,34.65671,0.010190000000000001,57.9920320368616,4.990700719581878,2.08,50,8.0,5.05,0.22100792796130825,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-3.3600000000000003,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.48,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
14,3915,142,14,531.37469,267.94427,0,4.1596400000000004,1.88162,4.32091,11.02689,30.376140000000003,0.007670000000000001,55.012360958629216,3.0150955378677495,2.24,50,8.0,5.05,0.20836356002051615,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-3.2,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.6400000000000001,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
15,3916,142,15,531.29193,268.11542000000003,0,4.39268,1.8651,4.250030000000001,10.77116,29.4972,0.01741,66.59869849726913,12.357103500518308,2.4,50,8.0,5.05,0.2575307033320803,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-3.0400000000000005,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.7999999999999998,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
16,3917,142,16,531.16357,267.94165,0,4.755,1.88185,4.33268,11.115089999999999,30.8657,0.0077599999999999995,65.7966601681411,14.042452708216365,2.56,50,8.0,5.05,0.254127217688917,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-2.8800000000000003,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,0.96,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
17,3918,142,17,531.185,268.10352,0,4.6895,1.95809,4.70196,12.64213,36.9387,0.0049700000000000005,71.10571422299839,10.613355930383698,2.72,50,8.0,5.05,0.27665642682799846,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-2.72,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,1.12,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
18,3919,142,18,531.17084,268.07027999999997,0,4.54485,1.8942,4.3885,11.32873,31.65095,0.00878,70.40520247511638,2.348473657506817,2.88,50,8.0,5.05,0.273683773788616,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-2.5600000000000005,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,1.2799999999999998,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
19,3920,142,19,530.99438,268.30536,0,4.8464,1.9233,4.53561,11.96073,34.25235,0.00903,89.0896597504027,19.10610159216441,3.04,50,8.0,5.05,0.35297210674880347,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-2.4000000000000004,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,1.44,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
20,3921,142,20,531.11084,268.15677,0,4.52829,1.9644599999999999,4.7096599999999995,12.5803,36.33957,0.007370000000000001,77.01341590401222,12.271394001196018,3.2,50,8.0,5.05,0.301726024034509,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-2.24,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,1.6,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
21,3922,142,21,531.08594,268.35367,0,4.47462,1.87722,4.307169999999999,11.00188,30.39006,0.01082,87.04357088380857,12.900431950134335,3.36,50,8.0,5.05,0.34428943681997287,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-2.0800000000000005,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,1.7599999999999998,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
22,3923,142,22,531.04431,268.19714,0,4.77848,1.9358099999999998,4.60059,12.23605,35.34643,0.011909999999999999,82.00454252356846,10.528133652507533,3.52,50,8.0,5.05,0.32290609383408875,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-1.9200000000000004,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,1.92,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
23,3924,142,23,531.04706,268.46826,0,4.87321,1.8772900000000001,4.29576,10.91239,29.895529999999997,0.009040000000000001,94.24775301062776,17.62370651714591,3.68,50,8.0,5.05,0.37486070698111373,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-1.7600000000000002,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,2.08,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
24,3925,142,24,531.1558200000001,268.36569,0,4.92755,1.8529099999999998,4.20485,10.63894,29.18096,0.00813,84.57594014129646,9.717302715392842,3.84,50,8.0,5.05,0.33381793502292123,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-1.6000000000000005,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,2.2399999999999998,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
25,3926,142,25,531.03473,268.07693,0,4.79855,1.9173,4.519080000000001,11.9325,34.26354,0.00551,77.68587557440897,20.352902890804515,4.0,50,8.0,5.05,0.3045796368241745,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-1.4400000000000004,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,2.4,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
26,3927,142,26,530.98737,268.21648999999996,0,4.1766,1.896,4.401680000000001,11.3991,31.9824,0.0064,85.65261946853427,9.579501266763224,4.16,50,8.0,5.05,0.3383868720667763,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-1.2800000000000002,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,2.56,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
27,3928,142,27,530.95587,268.44412,0,4.41846,1.93935,4.592569999999999,12.112260000000001,34.54181,0.01122,97.14778701570987,14.936947233373276,4.32,50,8.0,5.05,0.3871671314280765,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-1.12,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,2.72,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
28,3929,142,28,530.91827,268.3876,0,4.6684,1.8875400000000002,4.3735800000000005,11.32209,31.80145,0.008190000000000001,96.34946498953626,4.412475772170154,4.48,50,8.0,5.05,0.3837794160832788,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-0.96,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,2.8800000000000003,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
29,3930,142,29,530.8407,268.17075,0,4.70559,1.9221599999999999,4.52121,11.87605,33.84615,0.008879999999999999,91.52133157163412,14.969914520967208,4.64,50,8.0,5.05,0.36329101524965246,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-0.8000000000000007,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,3.0399999999999996,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
30,3931,142,30,531.18323,268.48911,0,4.71882,1.8864900000000002,4.330019999999999,11.03702,30.370379999999997,0.00748,89.72459388368574,30.3960941135944,4.8,50,8.0,5.05,0.35566647823767306,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-0.6400000000000006,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,3.1999999999999997,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
31,3932,142,31,531.24573,268.38464,0,4.45445,1.8750900000000001,4.31606,11.11662,31.163259999999998,0.007640000000000001,81.85477181960694,7.912994095315186,4.96,50,8.0,5.05,0.32227053513048703,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-0.4800000000000004,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,3.36,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
32,3933,142,32,531.21411,268.44351,0,4.94907,1.81959,4.043769999999999,9.974219999999999,26.53935,0.007209999999999999,86.14846525941346,4.343586420517026,5.12,50,8.0,5.05,0.34049101593271225,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-0.3200000000000003,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,3.52,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
33,3934,142,33,531.12897,268.26587,0,5.0495,1.8274599999999999,4.1041099999999995,10.30159,28.102870000000003,0.00418,80.99806154200547,12.804305306029386,5.28,50,8.0,5.05,0.31863504662043407,2.0,61.49657344356376,34,34,5.44,4.845619999999999,-0.16000000000000014,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,3.68,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
34,3935,142,34,531.5853900000001,268.2283,0,4.845619999999999,1.8705900000000002,4.26158,10.76976,29.341240000000003,0.010159999999999999,61.49657344356376,29.767638426534056,5.44,50,8.0,5.05,0.2358796066958519,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.0,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,3.8400000000000003,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
35,3936,142,35,531.83331,268.19016,0,4.0099,1.9176799999999998,4.50157,11.78002,33.35269,0.00755,53.78288634956304,16.304377199077773,5.6000000000000005,50,8.0,5.05,0.20314622934114585,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.16000000000000014,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.0,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
36,3937,142,36,532.22156,268.57895,0,3.9954300000000003,1.88232,4.339119999999999,11.163960000000001,31.1584,0.015319999999999999,79.11004416498167,35.714275085531256,5.76,50,8.0,5.05,0.310623160151455,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.3199999999999994,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.16,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
37,3938,142,37,532.28339,268.57791000000003,0,4.10997,1.8909599999999998,4.37199,11.257019999999999,31.35469,0.0116,79.85259172746488,4.019518486405074,5.92,50,8.0,5.05,0.3137741940565617,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.47999999999999954,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.32,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
38,3939,142,38,532.3443,268.62555,0,4.56836,1.88789,4.33823,11.0624,30.42365,0.0058200000000000005,83.82164694781981,5.026310802411375,6.08,50,8.0,5.05,0.3306170580055789,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.6399999999999997,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.48,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
39,3940,142,39,532.5736099999999,268.91452000000004,0,4.128769999999999,1.8944400000000001,4.40005,11.42327,32.21304,0.007940000000000001,106.27602867269974,23.97845832878002,6.24,50,8.0,5.05,0.42590323455255835,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.7999999999999998,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.640000000000001,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
40,3941,142,40,532.66583,269.20004,0,4.50076,1.8398700000000001,4.13079,10.28716,27.60257,0.01085,125.76443052902772,19.502837996814637,6.4,50,8.0,5.05,0.5086031424214525,2.0,61.49657344356376,34,34,5.44,4.845619999999999,0.96,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.800000000000001,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
41,3942,142,41,532.7033700000001,269.12212999999997,0,4.27093,1.86747,4.28177,10.961260000000001,30.42608,0.01523,121.90138939110949,5.6213613326783936,6.5600000000000005,50,8.0,5.05,0.4922101539889069,2.0,61.49657344356376,34,34,5.44,4.845619999999999,1.12,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,4.960000000000001,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
42,3943,142,42,532.7531700000001,269.58075,0,3.77471,1.8571,4.23643,10.81816,30.08212,0.00823,150.99563771077595,29.98553242966027,6.72,50,8.0,5.05,0.6156729024117529,2.0,61.49657344356376,34,34,5.44,4.845619999999999,1.2799999999999994,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,5.119999999999999,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
43,3944,142,43,533.2249099999999,269.96322999999995,0,3.84686,1.9009900000000002,4.44006,11.5961,32.87273,0.00678,185.59119176235518,39.475371651817774,6.88,50,8.0,5.05,0.7624806885930479,2.0,61.49657344356376,34,34,5.44,4.845619999999999,1.4399999999999995,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,5.279999999999999,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
44,3945,142,44,533.25006,270.30035,0,3.73383,1.90251,4.41549,11.38751,31.689259999999997,0.00868,206.25634036093274,21.973693622206273,7.04,50,8.0,5.05,0.8501741740721791,2.0,61.49657344356376,34,34,5.44,4.845619999999999,1.5999999999999996,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,5.4399999999999995,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
45,3946,142,45,533.0197099999999,270.49924,0,3.8397099999999997,1.9240599999999999,4.55796,12.11028,35.044540000000005,0.01174,213.11623788263927,19.78162147512421,7.2,50,8.0,5.05,0.8792844570608777,2.0,61.49657344356376,34,34,5.44,4.845619999999999,1.7599999999999998,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,5.6,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
46,3947,142,46,533.4193700000001,270.45126,0,3.35965,1.8765900000000002,4.31688,11.09349,30.967370000000003,0.00742,219.68371872364938,26.1644334565172,7.36,50,8.0,5.05,0.9071538567420991,2.0,61.49657344356376,34,34,5.44,4.845619999999999,1.92,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,5.76,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
47,3948,142,47,533.53687,270.48708999999997,0,3.2332,1.7909,3.9219699999999995,9.55676,25.27291,0.007659999999999999,225.07139955927948,7.984698764038817,7.5200000000000005,50,8.0,5.05,0.9300167221539667,2.0,61.49657344356376,34,34,5.44,4.845619999999999,2.08,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,5.92,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
48,3949,142,48,533.06744,270.65094,0,2.71637,1.8368400000000003,4.13797,10.39248,28.288220000000003,0.01171,223.4528576334466,32.31822926406997,7.68,50,8.0,5.05,0.9231483668555122,2.0,61.49657344356376,34,34,5.44,4.845619999999999,2.2399999999999993,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,6.08,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
49,3950,142,49,532.76245,271.01968,0,2.16819,1.86853,4.3236300000000005,11.255560000000001,32.0401,0.007690000000000001,241.56310163044395,31.104254862200715,7.84,50,8.0,5.05,1.0,2.0,61.49657344356376,34,34,5.44,4.845619999999999,2.3999999999999995,47,7.5200000000000005,3.2332,0.5,2.525,0,0,0.0,3.25767,6.24,13,2.08,4.28005,1.025,10,10,1.6,4.33592,23,3.68,4.87321
