, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity
13,4830,172,13,479.70966,306.25131,0,3.68261,1.8345900000000002,4.1143,10.24773,27.54556,0.01299,7.170017565177718,8.643050097766203,2.08,98,15.68,9.34,0.012664229246735543,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-7.040000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-1.6,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
14,4831,172,14,479.71935999999994,306.15326,0,4.50605,1.8816700000000002,4.31532,10.98958,30.19745,0.0054600000000000004,6.925291721107901,6.404361467976072,2.24,98,15.68,9.34,0.012091481452323033,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-6.880000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-1.44,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
15,4832,172,15,479.7785,306.25702,0,4.152880000000001,1.84207,4.14457,10.35394,27.9023,0.00755,11.287344327275624,7.762991444672272,2.4,98,15.68,9.34,0.022300276599357707,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-6.720000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-1.2800000000000002,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
16,4833,172,16,479.67078,306.20016,0,4.53027,1.8187900000000001,4.04815,10.01978,26.815479999999997,0.004379999999999999,3.4559578227287218,7.917378357135658,2.56,98,15.68,9.34,0.003971973903253732,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-6.5600000000000005,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-1.12,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
17,4834,172,17,479.75998,306.3158,0,4.5521,1.8510900000000001,4.19262,10.5813,28.938,0.00536,12.345998721547813,9.492948939083403,2.72,98,15.68,9.34,0.024777914266393513,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-6.4,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-0.96,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
18,4835,172,18,479.62130999999994,306.414,0,4.84725,1.8261599999999998,4.07306,10.08508,26.94547,0.00685,14.647958641733068,11.044762224807052,2.88,98,15.68,9.34,0.030165340641909337,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-6.240000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-0.8000000000000003,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
19,4836,172,19,479.61255,306.16235,0,5.03637,1.86645,4.27199,10.91489,30.261020000000002,0.00807,1.75879778897579,16.367157478391317,3.04,98,15.68,9.34,0.0,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-6.080000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-0.6400000000000001,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
20,4837,172,20,479.42785999999995,306.20059,0,5.40179,1.8794,4.31122,10.99245,30.2671,0.00381,12.439842749210934,12.259471068629479,3.2,98,15.68,9.34,0.02499754354203105,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-5.920000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-0.48,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
21,4838,172,21,479.51624000000004,306.21033,0,5.388,1.89832,4.3955400000000004,11.3212,31.51657,0.01251,6.818033954519033,5.7794804005261655,3.36,98,15.68,9.34,0.011840459131893891,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-5.760000000000002,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-0.3200000000000003,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
22,4839,172,22,479.58617999999996,306.11602999999997,0,5.402430000000001,1.8585099999999999,4.22326,10.68085,29.220229999999997,0.00507,5.177099228820473,7.631369173351332,3.52,98,15.68,9.34,0.008000072970428141,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-5.600000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,-0.16000000000000014,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
23,4840,172,23,479.59778,306.28958,0,6.1876,1.84398,4.13215,10.23977,27.267909999999997,0.0038399999999999997,6.701507723078461,11.3059204208483,3.68,98,15.68,9.34,0.011567745220935842,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-5.440000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.0,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
24,4841,172,24,479.46630999999996,306.20856000000003,0,5.82357,1.8761,4.2944,10.91364,29.910020000000003,0.00595,10.0004065522391,10.037945033348057,3.84,98,15.68,9.34,0.019288372503164123,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-5.280000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.1599999999999997,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
25,4842,172,25,479.58487,306.26761,0,5.77732,1.8795099999999998,4.30158,10.91728,29.84467,0.00339,5.5873927786109014,8.609341671843294,4.0,98,15.68,9.34,0.008960309624621096,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-5.120000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.31999999999999984,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
26,4843,172,26,479.47308,306.14789,0,6.16244,1.88408,4.340319999999999,11.13594,30.9219,0.0069099999999999995,9.839917394218537,10.646889384346569,4.16,98,15.68,9.34,0.01891276929855458,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.960000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.48,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
27,4844,172,27,479.49854000000005,306.0665,0,6.5452699999999995,1.9149900000000002,4.52194,12.005930000000001,34.82695,0.00249,11.145628392444946,5.543148665922066,4.32,98,15.68,9.34,0.021968609588806004,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.800000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.6400000000000001,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
28,4845,172,28,479.4548,306.22839,0,6.25317,1.89307,4.4036599999999995,11.457139999999999,32.37487,0.00417,10.97276969160659,10.90016466538404,4.48,98,15.68,9.34,0.021564057139404964,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.640000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.8000000000000003,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
29,4846,172,29,479.40810999999997,306.27551,0,6.3388,1.8675099999999998,4.25285,10.74338,29.237890000000004,0.00399,14.816963518972685,4.3117349596777785,4.64,98,15.68,9.34,0.030560873737532586,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.480000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,0.9599999999999995,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
30,4847,172,30,479.30649000000005,306.23807,0,7.076810000000001,1.93045,4.56157,12.031880000000001,34.40263,0.00337,20.557128637345862,7.039346351041787,4.8,98,15.68,9.34,0.0439949551424125,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.320000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,1.1199999999999997,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
31,4848,172,31,479.41364000000004,306.28963999999996,0,6.49252,1.8490400000000002,4.17355,10.45853,28.26991,0.00301,14.867293758192728,7.729423119805114,4.96,98,15.68,9.34,0.030678664866684077,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.160000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,1.2799999999999998,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
32,4849,172,32,479.4794,306.20859,0,6.950480000000001,1.87906,4.31948,11.06865,30.72912,0.00267,9.157640935580412,6.7841693244227885,5.12,98,15.68,9.34,0.01731599337016884,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-4.000000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,1.44,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
33,4850,172,33,479.37109000000004,306.15015,0,6.48113,1.8777099999999998,4.322019999999999,11.096589999999999,30.87152,0.00402,16.29905924930831,7.99956711219257,5.28,98,15.68,9.34,0.03402951867727896,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-3.8400000000000007,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,1.6,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
34,4851,172,34,479.40277000000003,306.25677,0,7.0641,1.8994799999999998,4.408930000000001,11.3882,31.7907,0.006959999999999999,14.727654917618874,7.229755371381334,5.44,98,15.68,9.34,0.03035185901478484,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-3.6800000000000006,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,1.7600000000000002,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
35,4852,172,35,479.3613,306.24506,0,6.62683,1.90047,4.4175,11.42956,31.95962,0.00527,17.138722070284874,2.8009532529124326,5.6000000000000005,98,15.68,9.34,0.0359946361359292,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-3.5200000000000005,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,1.9200000000000004,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
36,4853,172,36,479.49481,306.08795,0,7.1135600000000005,1.89117,4.38769,11.3742,32.00655,0.00534,10.386460563280764,13.401428843410605,5.76,98,15.68,9.34,0.02019187978981234,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-3.360000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,2.0799999999999996,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
37,4854,172,37,479.39664000000005,306.116,0,6.7046399999999995,1.89142,4.36651,11.199530000000001,30.98692,0.00331,15.197445999656159,6.63641768312842,5.92,98,15.68,9.34,0.031451341609662564,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-3.200000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,2.2399999999999998,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
38,4855,172,38,479.43134000000003,305.93701,0,6.7976,1.89536,4.42535,11.57323,32.90189,0.00386,20.399566634246334,11.850965368799892,6.08,98,15.68,9.34,0.04362620254866222,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-3.040000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,2.4,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
39,4856,172,39,479.43475,306.12326,0,6.9805,1.89143,4.3735,11.25073,31.263209999999997,0.00299,12.70036368928139,12.108278894419545,6.24,98,15.68,9.34,0.025607257625930826,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-2.880000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,2.56,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
40,4857,172,40,479.56546,305.92249,0,7.61154,1.95153,4.69212,12.666910000000001,37.25264,0.00295,17.645925445414317,15.57203807550634,6.4,98,15.68,9.34,0.03718167715126673,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-2.7200000000000006,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,2.72,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
41,4858,172,41,479.57083,305.97235,0,7.32653,1.9455200000000001,4.63465,12.33038,35.55457,0.00247,14.402723658480186,3.2596424209583588,6.5600000000000005,98,15.68,9.34,0.029591401275984395,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-2.5600000000000005,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,2.8800000000000003,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
42,4859,172,42,479.60930999999994,306.12296000000003,0,7.826910000000001,1.9146,4.51056,11.91301,34.26225,0.00331,4.315473115430359,10.104120375496116,6.72,98,15.68,9.34,0.005983553391434984,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-2.4000000000000012,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.0399999999999996,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
43,4860,172,43,479.75824000000006,306.18707,0,7.00772,1.8839099999999998,4.35431,11.23746,31.45324,0.00797,9.05963951407836,10.539271859342861,6.88,98,15.68,9.34,0.017086634275595328,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-2.240000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.1999999999999997,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
44,4861,172,44,479.74515,306.20374,0,7.281610000000001,1.9177799999999998,4.49302,11.727210000000001,33.12669,0.0032,8.26651917556617,1.3776887620215308,7.04,98,15.68,9.34,0.015230443212844443,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-2.080000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.36,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
45,4862,172,45,479.74182,306.09967,0,7.51335,1.9211,4.52637,11.93404,34.21452,0.00249,9.865433238587197,6.768012064482561,7.2,98,15.68,9.34,0.01897248568707198,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-1.9200000000000008,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.52,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
46,4863,172,46,479.67474000000004,306.1535,0,8.298680000000001,1.91261,4.48984,11.78875,33.63732,0.00242,4.290828423803318,5.590527268736692,7.36,98,15.68,9.34,0.005925875818283627,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-1.7600000000000007,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.68,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
47,4864,172,47,479.63248,306.15823,0,8.47832,1.86133,4.2377199999999995,10.73525,29.397409999999997,0.00236,2.1667699058743812,2.764052299165067,7.5200000000000005,98,15.68,9.34,0.000954803653956588,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-1.6000000000000005,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.8400000000000003,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
48,4865,172,48,479.77512,306.20422,0,8.64209,1.89493,4.41001,11.48123,32.49293,0.00238,10.206485390304497,9.741600483623888,7.68,98,15.68,9.34,0.019770672198260383,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-1.4400000000000013,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,3.9999999999999996,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
49,4866,172,49,479.85309000000007,306.16342000000003,0,8.64275,1.9160099999999998,4.51866,11.964039999999999,34.55353,0.00242,15.312441962342218,5.719985559643463,7.84,98,15.68,9.34,0.031720474133222244,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-1.2800000000000011,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,4.16,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
50,4867,172,50,479.77466,306.33301,0,8.166789999999999,1.90067,4.43352,11.56203,32.76365,0.00259,13.805033932769824,12.145095282665066,8.0,98,15.68,9.34,0.028192589174856373,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-1.120000000000001,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,4.32,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
51,4868,172,51,479.85208,306.13281,0,8.47103,1.89799,4.4418,11.667710000000001,33.41427,0.0024,15.587282793514117,13.952140061295387,8.16,98,15.68,9.34,0.0323637019887294,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-0.9600000000000009,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,4.48,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
52,4869,172,52,479.94912999999997,306.35778999999997,0,9.25492,1.9271599999999998,4.5620400000000005,12.08938,34.82127,0.0026,24.11812054270152,15.926287067373751,8.32,98,15.68,9.34,0.052328975880865464,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-0.8000000000000007,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,4.640000000000001,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
53,4870,172,53,479.922,306.237,0,9.34062,1.90465,4.46165,11.72188,33.57527,0.00244,19.952411741755036,8.046953008743642,8.48,98,15.68,9.34,0.042579696899009256,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-0.6400000000000006,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,4.800000000000001,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
54,4871,172,54,479.95529000000005,306.31595,0,9.23673,1.9475099999999999,4.6860599999999994,12.71567,37.8002,0.00243,23.380235309178317,5.569300215016414,8.64,98,15.68,9.34,0.05060205512332828,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-0.4800000000000004,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,4.960000000000001,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
55,4872,172,55,480.06451,306.32346,0,8.38665,1.96717,4.78609,13.160779999999999,39.75116,0.00244,30.262791668315483,7.116062880023128,8.8,98,15.68,9.34,0.06670974897805261,2.0,20.025354408164,57,57,9.120000000000001,8.7811,-0.3200000000000003,70,11.200000000000001,6.5886,0.5,4.67,18,18,2.88,4.84725,5.120000000000001,31,4.96,6.49252,3.67,23,23,3.68,6.1876,36,5.76,7.1135600000000005
