, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,dt,inflectionPoint_fromDistance_AU,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromDistance_Time_plus_dt_Index,inflectionPoint_fromDistance_Time_plus_dt_Time,inflectionPoint_fromDistance_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_raw_Time_plus_dt_Index,inflectionPoint_fromIntensity_raw_Time_plus_dt_Time,inflectionPoint_fromIntensity_raw_Time_plus_dt_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Index,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Time,inflectionPoint_fromIntensity_minMaxRescaled_Time_plus_dt_Intensity
10,1067,42,10,1074.10706,78.76949,0,5.42395,1.82023,4.06199,10.10448,27.24475,0.0033200000000000005,11.117866947507636,11.668394919717668,1.6,50,8.0,6.33,0.04809688151284107,2.0,32.397517794001324,32,32,5.12,5.48525,-3.52,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,0.48,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
11,1068,42,11,1074.0955800000002,78.78153,0,5.0381800000000005,1.8495,4.1814800000000005,10.52223,28.645559999999996,0.00734,10.468811313728153,1.0813312165980593,1.76,50,8.0,6.33,0.04512727577890356,2.0,32.397517794001324,32,32,5.12,5.48525,-3.3600000000000003,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,0.6399999999999999,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
12,1069,42,12,1074.10681,78.91963,0,5.70469,1.88485,4.3613,11.28737,31.753790000000002,0.00238,1.899952779673607,9.006130093024325,1.92,50,8.0,6.33,0.005922421662079033,2.0,32.397517794001324,32,32,5.12,5.48525,-3.2,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,0.7999999999999998,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
13,1070,42,13,1074.29248,78.96823,0,5.8284400000000005,1.8687099999999999,4.262980000000001,10.806,29.561120000000003,0.00288,10.82210493724265,12.475142488269118,2.08,50,8.0,6.33,0.04674369002068896,2.0,32.397517794001324,32,32,5.12,5.48525,-3.04,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,0.96,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
14,1071,42,14,1074.14246,78.92609,0,5.54082,1.84832,4.17048,10.457089999999999,28.3184,0.00496,1.242018020204279,10.128697867941984,2.24,50,8.0,6.33,0.0029121915175538294,2.0,32.397517794001324,32,32,5.12,5.48525,-2.88,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,1.12,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
15,1072,42,15,1074.17615,78.76163000000001,0,5.74277,1.8240599999999998,4.06837,10.094380000000001,27.09474,0.00253,11.94846304697913,10.911892825375517,2.4,50,8.0,6.33,0.05189708416298043,2.0,32.397517794001324,32,32,5.12,5.48525,-2.72,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,1.2799999999999998,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
16,1073,42,16,1074.0883800000001,78.79757,0,5.8137300000000005,1.8411099999999998,4.14502,10.382760000000001,28.1256,0.0027300000000000002,9.56764180884949,6.164816194534414,2.56,50,8.0,6.33,0.04100418063934806,2.0,32.397517794001324,32,32,5.12,5.48525,-2.56,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,1.44,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
17,1074,42,17,1074.18457,78.74205,0,5.61306,1.83865,4.12598,10.27961,27.632340000000003,0.00489,13.320972213205211,7.219093984863462,2.72,50,8.0,6.33,0.0581766862152315,2.0,32.397517794001324,32,32,5.12,5.48525,-2.4,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,1.6,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
18,1075,42,18,1074.22253,78.66678,0,6.03362,1.85643,4.19576,10.511610000000001,28.369,0.0028,18.730365544285867,5.479517155967119,2.88,50,8.0,6.33,0.08292612927847143,2.0,32.397517794001324,32,32,5.12,5.48525,-2.24,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,1.7599999999999998,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
19,1076,42,19,1074.25806,78.73445,0,5.46545,1.85963,4.20469,10.524339999999999,28.33227,0.0034100000000000003,15.746886007794481,4.96797759706703,3.04,50,8.0,6.33,0.06927590042665602,2.0,32.397517794001324,32,32,5.12,5.48525,-2.08,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,1.92,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
20,1077,42,20,1074.0842300000002,78.66376,0,4.90679,1.8265200000000001,4.07503,10.09757,27.01277,0.00385,18.13250146318591,12.197496367066313,3.2,50,8.0,6.33,0.08019073879582304,2.0,32.397517794001324,32,32,5.12,5.48525,-1.92,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,2.08,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
21,1078,42,21,1074.15332,78.47492,0,5.79783,1.87205,4.28482,10.93431,30.254640000000002,0.0032,30.219855196543087,13.070330480991764,3.36,50,8.0,6.33,0.13549366367098659,2.0,32.397517794001324,32,32,5.12,5.48525,-1.7600000000000002,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,2.2399999999999998,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
22,1079,42,22,1074.10999,78.49922,0,6.32642,1.8511900000000001,4.1832,10.50191,28.465090000000004,0.00259,28.622807685874402,3.229119206918191,3.52,50,8.0,6.33,0.12818673773393563,2.0,32.397517794001324,32,32,5.12,5.48525,-1.6,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,2.4,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
23,1080,42,23,1074.35999,78.32143,0,5.67684,1.81024,3.9947699999999995,9.76639,25.71491,0.00583,42.87951838727897,19.94020374325401,3.68,50,8.0,6.33,0.19341505968755598,2.0,32.397517794001324,32,32,5.12,5.48525,-1.44,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,2.56,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
24,1081,42,24,1074.31226,78.50721999999999,0,5.53284,1.83365,4.08817,10.087010000000001,26.77117,0.006840000000000001,30.51142372948296,12.468497316235583,3.84,50,8.0,6.33,0.1368276688659067,2.0,32.397517794001324,32,32,5.12,5.48525,-1.2800000000000002,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,2.7199999999999998,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
25,1082,42,25,1074.2336400000002,78.35649000000001,0,5.50854,1.83286,4.0911,10.11505,26.92173,0.00573,38.48601895198688,11.05012183608516,4.0,50,8.0,6.33,0.17331360699832887,2.0,32.397517794001324,32,32,5.12,5.48525,-1.12,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,2.88,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
26,1083,42,26,1074.36377,78.4642,0,5.64928,1.809,3.9788300000000003,9.67254,25.2661,0.00283,34.452400826248834,10.98004907660966,4.16,50,8.0,6.33,0.15485870900298143,2.0,32.397517794001324,32,32,5.12,5.48525,-0.96,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,3.04,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
27,1084,42,27,1074.26721,78.57478,0,6.19109,1.85641,4.19926,10.5384,28.5168,0.0027199999999999998,25.343059791638535,9.542338720144102,4.32,50,8.0,6.33,0.11318100071278327,2.0,32.397517794001324,32,32,5.12,5.48525,-0.7999999999999998,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,3.2,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
28,1085,42,28,1074.2199699999999,78.46648,0,6.2823400000000005,1.85695,4.18738,10.44184,27.976770000000002,0.005520000000000001,31.294967725697862,7.680048477063178,4.48,50,8.0,6.33,0.14041259536966863,2.0,32.397517794001324,32,32,5.12,5.48525,-0.6399999999999997,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,3.3600000000000003,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
29,1086,42,29,1074.3053,78.60404,0,6.2744,1.8043799999999999,3.97117,9.684569999999999,25.4399,0.0038299999999999996,24.628303335189678,10.521964719698202,4.64,50,8.0,6.33,0.10991079587829213,2.0,32.397517794001324,32,32,5.12,5.48525,-0.4800000000000004,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,3.5199999999999996,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
30,1087,42,30,1074.20325,78.47856999999999,0,6.19912,1.82044,4.03686,9.91364,26.20509,0.00317,30.3309220919036,10.512516414492561,4.8,50,8.0,6.33,0.1360018248703473,2.0,32.397517794001324,32,32,5.12,5.48525,-0.3200000000000003,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,3.6799999999999997,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
31,1088,42,31,1074.2264400000001,78.47303000000001,0,5.74109,1.8420599999999998,4.1279699999999995,10.23622,27.29027,0.0050799999999999994,30.960765208771384,1.549766444507482,4.96,50,8.0,6.33,0.138883528123488,2.0,32.397517794001324,32,32,5.12,5.48525,-0.16000000000000014,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,3.84,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
32,1089,42,32,1074.22656,78.45049,0,5.48525,1.85655,4.20165,10.55219,28.58158,0.0028399999999999996,32.397517794001324,1.4651207629411134,5.12,50,8.0,6.33,0.14545706125885857,2.0,32.397517794001324,32,32,5.12,5.48525,0.0,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.0,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
33,1090,42,33,1074.34277,78.62201,0,5.90319,1.82768,4.05133,9.9151,26.04414,0.00331,24.878218386875897,13.466750527221222,5.28,50,8.0,6.33,0.11105422508814755,2.0,32.397517794001324,32,32,5.12,5.48525,0.16000000000000014,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.16,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
34,1091,42,34,1074.51379,78.61357,0,5.78751,1.8377299999999999,4.11155,10.18011,27.09944,0.00395,32.78729344098363,11.129828734082054,5.44,50,8.0,6.33,0.14724039066236103,2.0,32.397517794001324,32,32,5.12,5.48525,0.3200000000000003,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.32,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
35,1092,42,35,1074.53638,78.43648,0,5.81993,1.83928,4.12176,10.233419999999999,27.352940000000004,0.0044,42.076682288534684,11.60412510467704,5.6000000000000005,50,8.0,6.33,0.18974186657718997,2.0,32.397517794001324,32,32,5.12,5.48525,0.4800000000000004,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.48,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
36,1093,42,36,1074.66187,78.33662,0,6.1639800000000005,1.86227,4.2199800000000005,10.59724,28.662409999999998,0.0028899999999999998,52.30458531106482,10.424297805243254,5.76,50,8.0,6.33,0.23653729963583195,2.0,32.397517794001324,32,32,5.12,5.48525,0.6399999999999997,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.64,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
37,1094,42,37,1075.01404,78.48831,0,6.269480000000001,1.8907200000000002,4.3746599999999995,11.27184,31.405859999999997,0.0024,64.58900586905816,24.924221394566047,5.92,50,8.0,6.33,0.292741858734553,2.0,32.397517794001324,32,32,5.12,5.48525,0.7999999999999998,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.8,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
38,1095,42,38,1075.2351099999998,78.50533,0,6.13241,1.86217,4.2207,10.59605,28.618140000000004,0.00718,77.25771561316238,14.412073649970603,6.08,50,8.0,6.33,0.3507046451887934,2.0,32.397517794001324,32,32,5.12,5.48525,0.96,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,4.96,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
39,1096,42,39,1075.39758,78.44984000000001,0,6.195790000000001,1.8357599999999998,4.10345,10.1648,27.12681,0.0027199999999999998,88.4075549043825,11.15950640598801,6.24,50,8.0,6.33,0.40171818696930944,2.0,32.397517794001324,32,32,5.12,5.48525,1.12,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,5.12,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
40,1097,42,40,1075.60754,78.66164,0,5.53449,1.85615,4.193890000000001,10.49895,28.297790000000003,0.00702,97.81300237192664,19.385092616746363,6.4,50,8.0,6.33,0.44475066257887563,2.0,32.397517794001324,32,32,5.12,5.48525,1.2800000000000002,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,5.28,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
41,1098,42,41,1075.75696,78.9269,0,6.0532699999999995,1.88525,4.34471,11.14836,30.940520000000003,0.00252,105.85030959109226,19.789186110094303,6.5600000000000005,50,8.0,6.33,0.4815235251214424,2.0,32.397517794001324,32,32,5.12,5.48525,1.4400000000000004,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,5.44,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
42,1099,42,42,1076.05896,78.88739,0,6.3315,1.8993400000000003,4.42357,11.48831,32.2806,0.0052,125.52244869988313,19.79727997536141,6.72,50,8.0,6.33,0.5715289022508386,2.0,32.397517794001324,32,32,5.12,5.48525,1.5999999999999996,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,5.6,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
43,1100,42,43,1076.03198,78.88766,0,5.67516,1.91108,4.48059,11.74002,33.37596,0.00282,123.76891232616025,1.7537878128557816,6.88,50,8.0,6.33,0.5635059972808085,2.0,32.397517794001324,32,32,5.12,5.48525,1.7599999999999998,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,5.76,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
44,1101,42,44,1076.38306,78.924,0,5.97607,1.89805,4.460719999999999,11.80922,34.18387,0.00828,146.54712175723267,22.942123799895647,7.04,50,8.0,6.33,0.6677224893886693,2.0,32.397517794001324,32,32,5.12,5.48525,1.92,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,5.92,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
45,1102,42,45,1076.86865,78.62137,0,4.99755,1.9909,4.84277,13.146820000000002,38.65583,0.00322,179.30113046114369,37.191280391040955,7.2,50,8.0,6.33,0.8175809714577418,2.0,32.397517794001324,32,32,5.12,5.48525,2.08,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,6.08,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
46,1103,42,46,1076.87207,77.85295,0,4.31177,1.95701,4.69571,12.6108,36.8133,0.00656,191.79794498848048,49.94779469185749,7.36,50,8.0,6.33,0.8747572906281585,2.0,32.397517794001324,32,32,5.12,5.48525,2.24,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,6.24,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
47,1104,42,47,1077.2951699999999,78.25236,0,4.3639,1.90777,4.4709900000000005,11.77121,33.92112,0.00449,210.61672348792956,37.81983306378254,7.5200000000000005,50,8.0,6.33,0.9608583112945174,2.0,32.397517794001324,32,32,5.12,5.48525,2.4000000000000004,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,6.4,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
48,1105,42,48,1076.9877900000001,78.15012,0,3.87805,1.97173,4.82135,13.33087,40.40842,0.00375,192.79843980120125,21.055935302173538,7.68,50,8.0,6.33,0.8793348260165037,2.0,32.397517794001324,32,32,5.12,5.48525,2.5599999999999996,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,6.56,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
49,1106,42,49,1077.2625699999999,77.69524,0,2.75913,1.80392,3.9656599999999997,9.670689999999999,25.4601,0.00993,219.17177619395014,34.54307340595796,7.84,50,8.0,6.33,1.0,2.0,32.397517794001324,32,32,5.12,5.48525,2.7199999999999998,45,7.2,4.99755,0.5,3.165,0,0,0.0,3.43232,6.72,13,2.08,5.8284400000000005,1.665,7,7,1.12,4.81752,20,3.2,4.90679
