, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,1853,67,0,817.16113,133.31142,0,1.1307200000000002,1.73508,3.7077699999999996,8.83255,22.81841,0.00547,0.0,0.0,0.0,49,24.65,4.83,0.0,32,32,16.096,4.332269999999999,-16.096,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-5.03,32,16.096,4.332269999999999
1,1854,67,1,817.09094,133.18825,0,1.31637,1.84018,4.19264,10.73825,30.02613,0.00922,9.214763921280595,9.214763921280595,0.503,49,24.65,4.83,0.006051560282182381,32,32,16.096,4.332269999999999,-15.593,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-4.527,32,16.096,4.332269999999999
2,1855,67,2,817.2074,133.19754,0,1.47512,1.82509,4.07943,10.14653,27.278740000000003,0.01039,7.98986369361294,7.593946327994489,1.006,49,24.65,4.83,0.0,32,32,16.096,4.332269999999999,-15.09,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-4.024,32,16.096,4.332269999999999
3,1856,67,3,817.23083,133.08971,0,1.44604,1.8978,4.4532,11.7648,33.966590000000004,0.00595,15.106510999317807,7.17250003868936,1.509,49,24.65,4.83,0.035159451524886906,32,32,16.096,4.332269999999999,-14.587,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-3.5210000000000004,32,16.096,4.332269999999999
4,1857,67,4,817.34406,133.29599,0,1.43587,1.75521,3.7710800000000004,8.99365,23.15928,0.0046700000000000005,11.932674046712556,15.29538136963342,2.012,49,24.65,4.83,0.01947926369352343,32,32,16.096,4.332269999999999,-14.084,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-3.0180000000000002,32,16.096,4.332269999999999
5,1858,67,5,817.37115,133.04277,0,1.53463,1.76216,3.8285,9.29428,24.516579999999998,0.008790000000000001,22.165021244124564,16.553221717009702,2.515,49,24.65,4.83,0.0700316797145935,32,32,16.096,4.332269999999999,-13.581,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-2.515,32,16.096,4.332269999999999
6,1859,67,6,817.27148,133.07549,0,1.67812,1.8004,3.99805,9.93928,26.896490000000004,0.01587,16.92998432559904,6.818716033276218,3.018,49,24.65,4.83,0.04416823322619665,32,32,16.096,4.332269999999999,-13.078,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-2.0120000000000005,32,16.096,4.332269999999999
7,1860,67,7,817.67938,132.92715,0,1.98954,1.9002700000000001,4.52807,12.3431,37.45837,0.00837,41.93615913582581,28.21233373296381,3.521,49,24.65,4.83,0.16771002942540222,32,32,16.096,4.332269999999999,-12.575,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-1.5090000000000003,32,16.096,4.332269999999999
8,1861,67,8,817.50885,133.63393,0,2.26186,1.76498,3.8202199999999995,9.20242,24.02294,0.00595,30.826855518569563,47.2589985959538,4.024,49,24.65,4.83,0.11282505266210803,32,32,16.096,4.332269999999999,-12.072,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-1.0060000000000002,32,16.096,4.332269999999999
9,1862,67,9,817.6759599999999,133.27042,0,2.4130700000000003,1.8307099999999998,4.09968,10.21907,27.57687,0.00962,33.569899830090776,26.0053028254774,4.527,49,24.65,4.83,0.1263769303031758,32,32,16.096,4.332269999999999,-11.568999999999999,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,-0.5030000000000001,32,16.096,4.332269999999999
10,1863,67,10,817.5871,133.36177,0,2.65185,1.78475,3.88309,9.35773,24.29569,0.00405,27.88079994126832,8.283591966802199,5.03,49,24.65,4.83,0.09827020768943218,32,32,16.096,4.332269999999999,-11.065999999999999,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,0.0,32,16.096,4.332269999999999
11,1864,67,11,817.62079,133.42555,0,2.84041,1.81457,4.0166,9.84957,26.00624,0.00485,30.78509881115982,4.688525515822165,5.533,49,24.65,4.83,0.11261875567042842,32,32,16.096,4.332269999999999,-10.562999999999999,32,16.096,4.332269999999999,0.5,10,10,5.03,2.65185,0.5030000000000001,32,16.096,4.332269999999999
