, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,18838,617,15,191.60855,400.90213,0,2.7574,2.3302099999999997,7.111210000000001,25.30892,99.50661,0.00464,0.0,0.0,7.545,55,27.66,6.44,0.0,30,45,22.635,5.61683,-15.090000000000002,45,22.635,5.61683,0.5,3,18,9.054,3.90962,-1.5090000000000003,45,22.635,5.61683
1,18839,617,16,191.81531999999999,400.66895,0,2.55132,2.12515,5.8531,18.96559,69.25043000000001,0.004370000000000001,20.257356661037225,20.257356661037225,8.048,55,27.66,6.44,0.07820483415527857,30,45,22.635,5.61683,-14.587000000000002,45,22.635,5.61683,0.5,3,18,9.054,3.90962,-1.0060000000000002,45,22.635,5.61683
2,18840,617,17,191.59378,400.80981,0,2.9858599999999997,2.02069,5.18347,15.443829999999998,51.75748,0.00298,6.0771125250795155,17.064389377296607,8.551,55,27.66,6.44,0.01962300342019582,30,45,22.635,5.61683,-14.084000000000001,45,22.635,5.61683,0.5,3,18,9.054,3.90962,-0.5030000000000001,45,22.635,5.61683
3,18841,617,18,191.79463,400.88205,0,3.90962,2.1561,5.967890000000001,19.21852,69.06979,0.0026100000000000003,12.165418615074762,13.874012106181947,9.054,55,27.66,6.44,0.04477518792476722,30,45,22.635,5.61683,-13.581000000000001,45,22.635,5.61683,0.5,3,18,9.054,3.90962,0.0,45,22.635,5.61683
4,18842,617,19,191.81253,400.82379,0,3.6832300000000004,2.15616,5.98846,19.4163,70.3867,0.0027300000000000002,14.202908438063638,3.9616087464575127,9.557,55,27.66,6.44,0.053192524240728095,30,45,22.635,5.61683,-13.078000000000001,45,22.635,5.61683,0.5,3,18,9.054,3.90962,0.5030000000000001,45,22.635,5.61683
5,18843,617,20,191.92633,400.75183,0,4.08691,2.04251,5.282019999999999,15.79226,52.78833,0.00286,22.849531127356144,8.751781519210343,10.06,55,27.66,6.44,0.08891369955743565,30,45,22.635,5.61683,-12.575000000000001,45,22.635,5.61683,0.5,3,18,9.054,3.90962,1.0060000000000002,45,22.635,5.61683
6,18844,617,21,191.83893999999998,400.68887,0,4.59919,2.03666,5.197369999999999,15.199929999999998,49.411,0.00297,20.406209330309938,7.001008061879899,10.563,55,27.66,6.44,0.07881977856612177,30,45,22.635,5.61683,-12.072000000000001,45,22.635,5.61683,0.5,3,18,9.054,3.90962,1.5090000000000003,45,22.635,5.61683
7,18845,617,22,191.63782,400.65695,0,4.8365,1.95487,4.7231,12.919210000000001,38.98133,0.00905,16.049863033450137,13.236423039475605,11.066,55,27.66,6.44,0.06082271596697285,30,45,22.635,5.61683,-11.569,45,22.635,5.61683,0.5,3,18,9.054,3.90962,2.0120000000000005,45,22.635,5.61683
8,18846,617,23,191.69185,400.51937999999996,0,4.07771,1.85633,4.233709999999999,10.80739,30.06175,0.008140000000000001,25.461127465464454,9.606979286177209,11.569,55,27.66,6.44,0.0997028011526241,30,45,22.635,5.61683,-11.066,45,22.635,5.61683,0.5,3,18,9.054,3.90962,2.5150000000000006,45,22.635,5.61683
9,18847,617,24,191.54471,400.46133,0,4.16591,1.81696,4.030930000000001,9.928519999999999,26.408,0.00486,28.950928899779534,10.281508856800354,12.072,55,27.66,6.44,0.11411996879543546,30,45,22.635,5.61683,-10.563000000000002,45,22.635,5.61683,0.5,3,18,9.054,3.90962,3.017999999999999,45,22.635,5.61683
