, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,1991,73,0,841.09515,138.02257,0,1.82191,2.23755,6.661980000000001,23.549039999999998,93.23252,0.00927,0.0,0.0,0.0,40,20.12,5.27,0.0,27,28,14.084,5.26698,-14.084,28,14.084,5.26698,0.5,2,3,1.509,2.71044,-1.509,28,14.084,5.26698
1,1992,73,1,840.9711300000001,138.14099,0,2.25923,2.1732099999999996,6.3398699999999995,22.121389999999998,86.94471999999999,0.00494,11.1459851507096,11.1459851507096,0.503,40,20.12,5.27,0.0,27,28,14.084,5.26698,-13.581,28,14.084,5.26698,0.5,2,3,1.509,2.71044,-1.0059999999999998,28,14.084,5.26698
2,1993,73,3,841.08783,138.31798999999998,0,2.71044,2.14042,6.1134699999999995,20.86765,80.47764000000001,0.00687,19.208193848718388,13.780596331433312,1.509,40,20.12,5.27,0.032158135198790815,27,28,14.084,5.26698,-12.575,28,14.084,5.26698,0.5,2,3,1.509,2.71044,0.0,28,14.084,5.26698
3,1994,73,4,841.2385300000001,138.45381,0,2.81893,2.09417,5.791,19.11686,71.7075,0.0028699999999999997,29.53931861858228,13.186762344869347,2.012,40,20.12,5.27,0.0733664094508471,27,28,14.084,5.26698,-12.072,28,14.084,5.26698,0.5,2,3,1.509,2.71044,0.5030000000000001,28,14.084,5.26698
4,1995,73,5,840.9007,138.19111999999998,0,2.8325099999999996,2.20655,6.44238,22.31005,86.70979,0.0038799999999999998,16.726598537207433,27.81628996874311,2.515,40,20.12,5.27,0.022259671821631574,27,28,14.084,5.26698,-11.568999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,1.0060000000000002,28,14.084,5.26698
5,1996,73,6,842.1106599999999,138.63312,0,2.71901,1.7236,3.66857,8.755560000000001,22.89927,0.00337,77.0197028005465,83.73067793084627,3.018,40,20.12,5.27,0.26275379335610927,27,28,14.084,5.26698,-11.065999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,1.509,28,14.084,5.26698
6,1997,73,7,841.3726800000001,138.50766000000002,0,2.7381599999999997,2.13784,6.06241,20.46425,77.95326,0.0033399999999999997,36.326522790176604,48.656947846111585,3.521,40,20.12,5.27,0.100438870304637,27,28,14.084,5.26698,-10.562999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,2.012,28,14.084,5.26698
7,1998,73,8,842.04303,139.06393,0,2.73896,1.78373,3.97536,10.08124,28.453440000000004,0.00905,91.53022824947186,56.621135316812904,4.024,40,20.12,5.27,0.3206326521987594,27,28,14.084,5.26698,-10.059999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,2.515,28,14.084,5.26698
8,1999,73,9,841.96191,139.07471,0,2.94408,1.8145200000000001,4.14896,10.96102,32.85627,0.01365,88.60698048782652,5.319154099106264,4.527,40,20.12,5.27,0.308972547597179,27,28,14.084,5.26698,-9.556999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,3.0180000000000002,28,14.084,5.26698
9,2000,73,10,842.1355599999999,139.0571,0,3.07924,1.7288299999999999,3.66634,8.64609,22.06695,0.00486,95.3686523236251,11.345141523354078,5.03,40,20.12,5.27,0.3359431663457573,27,28,14.084,5.26698,-9.053999999999998,28,14.084,5.26698,0.5,2,3,1.509,2.71044,3.5210000000000004,28,14.084,5.26698
10,2001,73,11,842.19342,139.03819,0,3.2976199999999998,1.78147,3.90614,9.56435,25.43515,0.007940000000000001,97.2327214938056,3.956662549738524,5.533,40,20.12,5.27,0.34337847230718294,27,28,14.084,5.26698,-8.550999999999998,28,14.084,5.26698,0.5,2,3,1.509,2.71044,4.024000000000001,28,14.084,5.26698
11,2002,73,12,842.07324,139.04856999999998,0,3.28206,1.7718099999999999,3.85961,9.365210000000001,24.59787,0.005229999999999999,92.13818319905643,7.840782931562975,6.036,40,20.12,5.27,0.3230576325231143,27,28,14.084,5.26698,-8.048,28,14.084,5.26698,0.5,2,3,1.509,2.71044,4.526999999999999,28,14.084,5.26698
12,2003,73,13,842.1944,139.02997,0,3.58644,1.76852,3.84195,9.29932,24.3942,0.008759999999999999,96.9177098757614,7.967660017841801,6.539,40,20.12,5.27,0.342121969705761,27,28,14.084,5.26698,-7.545,28,14.084,5.26698,0.5,2,3,1.509,2.71044,5.029999999999999,28,14.084,5.26698
13,2004,73,14,842.1684,139.17137,0,3.6857800000000003,1.73636,3.69104,8.70545,22.168029999999998,0.0052899999999999996,102.18874490648525,9.345083252705408,7.042,40,20.12,5.27,0.36314681085102246,27,28,14.084,5.26698,-7.042,28,14.084,5.26698,0.5,2,3,1.509,2.71044,5.5329999999999995,28,14.084,5.26698
14,2005,73,15,842.2003800000001,139.07506,0,3.2543900000000003,1.7516900000000002,3.7938400000000003,9.20955,24.399379999999997,0.00396,99.2026191006375,6.596246789843049,7.545,40,20.12,5.27,0.35123590144864403,27,28,14.084,5.26698,-6.539,28,14.084,5.26698,0.5,2,3,1.509,2.71044,6.036,28,14.084,5.26698
15,2006,73,16,841.9916400000001,138.90662,0,3.3944400000000003,1.85558,4.34126,11.716569999999999,35.71285,0.00963,81.8390713717211,17.434597201256647,8.048,40,20.12,5.27,0.28197704989657985,27,28,14.084,5.26698,-6.036,28,14.084,5.26698,0.5,2,3,1.509,2.71044,6.539,28,14.084,5.26698
16,2007,73,17,842.29797,139.11626,0,3.34058,1.7450599999999998,3.74095,8.93132,23.11835,0.0072299999999999994,105.6711652813213,24.127786236251048,8.551,40,20.12,5.27,0.37703731523112616,27,28,14.084,5.26698,-5.5329999999999995,28,14.084,5.26698,0.5,2,3,1.509,2.71044,7.042,28,14.084,5.26698
17,2008,73,18,842.09094,139.18121000000002,0,3.3826300000000002,1.7667,3.82453,9.20439,23.95983,0.00571,99.30426717358709,14.103640535863851,9.054,40,20.12,5.27,0.35164135020283177,27,28,14.084,5.26698,-5.029999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,7.545,28,14.084,5.26698
18,2009,73,19,842.19977,139.08664,0,3.68435,1.7553,3.7714199999999996,8.994589999999999,23.16359,0.00498,99.69462401148797,9.371605641774122,9.557,40,20.12,5.27,0.35319838605233655,27,28,14.084,5.26698,-4.526999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,8.048,28,14.084,5.26698
19,2010,73,20,842.1075400000001,139.08998,0,3.6548199999999995,1.8715400000000002,4.278169999999999,10.87898,29.907740000000004,0.01267,95.62508794947996,5.9988797214471665,10.06,40,20.12,5.27,0.3369660239564843,27,28,14.084,5.26698,-4.023999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,8.551,28,14.084,5.26698
20,2011,73,21,842.1406900000001,139.05391,0,3.82177,1.85132,4.2057,10.663310000000001,29.31883,0.00886,95.4596667101905,3.1843150385902947,10.563,40,20.12,5.27,0.33630619998304434,27,28,14.084,5.26698,-3.520999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,9.054,28,14.084,5.26698
21,2012,73,22,842.1469099999999,139.12636,0,4.39233,1.76771,3.84465,9.327639999999999,24.55363,0.0072900000000000005,99.10211867403261,4.7265731828138815,11.066,40,20.12,5.27,0.3508350303688499,27,28,14.084,5.26698,-3.017999999999999,28,14.084,5.26698,0.5,2,3,1.509,2.71044,9.557,28,14.084,5.26698
