, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,33435,1195,54,718.28772,204.30483999999998,0,1.16452,1.9577099999999998,4.93461,14.64127,49.53598,0.00536,0.0,0.0,27.162,43,21.63,5.41,0.0,27,82,41.246,4.62217,-14.084000000000003,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-5.030000000000001,82,41.246,4.62217
1,33436,1195,56,717.8302,204.35183999999998,0,1.41821,2.01412,5.1438,15.156120000000001,49.82542,0.00611,29.89530482266693,29.89530482266693,28.168,43,21.63,5.41,0.0563230098563185,27,82,41.246,4.62217,-13.078000000000003,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-4.024000000000001,82,41.246,4.62217
2,33437,1195,57,718.0418099999999,204.35596,0,1.89874,1.89517,4.45627,11.80755,34.189040000000006,0.00571,16.325870606577382,13.75725675643268,28.671,43,21.63,5.41,0.02723699448704312,27,82,41.246,4.62217,-12.575000000000003,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-3.521000000000001,82,41.246,4.62217
3,33438,1195,58,718.1387900000001,204.57118,0,1.79255,1.94305,4.65452,12.54233,36.983290000000004,0.00864,19.834815819978473,15.343961293619595,29.174,43,21.63,5.41,0.03475840125917762,27,82,41.246,4.62217,-12.072000000000003,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-3.0180000000000007,82,41.246,4.62217
4,33439,1195,59,718.05548,204.31599,0,2.2953799999999998,1.9958900000000002,5.03299,14.598239999999999,47.1244,0.00733,15.112987855569585,17.448897659882867,29.677,43,21.63,5.41,0.024637186287589083,27,82,41.246,4.62217,-11.569000000000003,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-2.5150000000000006,82,41.246,4.62217
5,33440,1195,60,717.96503,204.77364,0,2.1701599999999996,1.8948599999999998,4.4806,12.04079,35.73838,0.01273,36.993068492932295,30.32267242716296,30.18,43,21.63,5.41,0.07153703130431933,27,82,41.246,4.62217,-11.066000000000003,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-2.0120000000000005,82,41.246,4.62217
6,33441,1195,61,718.13342,204.39487,0,2.51805,1.8044799999999999,3.9672300000000003,9.67568,25.4688,0.00595,11.61189859809993,26.94341382648222,30.683,43,21.63,5.41,0.017132618718277884,27,82,41.246,4.62217,-10.563000000000002,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-1.5090000000000003,82,41.246,4.62217
7,33442,1195,62,718.00861,204.62386,0,2.18634,1.8303900000000002,4.14497,10.5533,29.3743,0.00963,27.552345531963397,16.951665550766574,31.186,43,21.63,5.41,0.05130088816327209,27,82,41.246,4.62217,-10.060000000000002,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-1.0060000000000002,82,41.246,4.62217
8,33443,1195,63,717.9810200000001,204.32924,0,2.25202,1.808,4.0204699999999995,9.99088,26.98638,0.00588,19.998488849159223,19.234086781350015,31.689,43,21.63,5.41,0.035109233590612805,27,82,41.246,4.62217,-9.557000000000002,82,41.246,4.62217,0.5,9,64,32.192,3.23713,-0.5030000000000001,82,41.246,4.62217
9,33444,1195,64,717.68188,204.519,0,3.23713,1.96935,4.871519999999999,13.84121,43.901070000000004,0.00773,41.767576328060166,23.02629905499822,32.192,43,21.63,5.41,0.08177116531917697,27,82,41.246,4.62217,-9.054000000000002,82,41.246,4.62217,0.5,9,64,32.192,3.23713,0.0,82,41.246,4.62217
