, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,7133,243,0,601.9668,402.90305,0,2.36795,1.85804,4.25893,10.94149,30.59692,0.00801,0.0,0.0,0.0,37,18.8,5.48,0.0,21,21,10.668,5.33667,-10.668,21,10.668,5.33667,0.5,3,3,1.524,3.02736,-1.524,21,10.668,5.33667
1,7134,243,1,601.77887,402.84982,0,2.37241,1.90907,4.46909,11.69613,33.24366,0.00573,12.6960022332,12.6960022332,0.508,37,18.8,5.48,0.0615433609407,21,21,10.668,5.33667,-10.16,21,10.668,5.33667,0.5,3,3,1.524,3.02736,-1.016,21,10.668,5.33667
2,7135,243,2,601.94427,402.91193,0,2.4657,1.89163,4.44096,11.75495,34.02571,0.0141,1.57409454687,11.4840141555,1.016,37,18.8,5.48,0.0,21,21,10.668,5.33667,-9.652,21,10.668,5.33667,0.5,3,3,1.524,3.02736,-0.508,21,10.668,5.33667
3,7136,243,3,601.98639,403.04074,0,3.02736,1.86584,4.3154,11.26092,32.22036,0.01154,9.03997982547,8.80890554283,1.524,37,18.8,5.48,0.041312667341,21,21,10.668,5.33667,-9.144,21,10.668,5.33667,0.5,3,3,1.524,3.02736,0.0,21,10.668,5.33667
4,7137,243,4,602.11511,402.82413,0,3.12811,1.83175,4.13003,10.40581,28.46398,0.01767,10.9200430431,16.3780306009,2.032,37,18.8,5.48,0.0517160452916,21,21,10.668,5.33667,-8.636,21,10.668,5.33667,0.5,3,3,1.524,3.02736,0.508,21,10.668,5.33667
5,7138,243,5,602.14685,402.85797,0,3.07769,1.8588,4.27081,11.03134,31.12163,0.0106,12.0644988542,3.01572906111,2.54,37,18.8,5.48,0.0580489208243,21,21,10.668,5.33667,-8.128,21,10.668,5.33667,0.5,3,3,1.524,3.02736,1.016,21,10.668,5.33667
6,7139,243,6,602.26288,402.91821,0,3.39226,1.84833,4.21698,10.81244,30.33564,0.01698,19.2704108986,8.49781931807,3.048,37,18.8,5.48,0.0979230196177,21,21,10.668,5.33667,-7.62,21,10.668,5.33667,0.5,3,3,1.524,3.02736,1.524,21,10.668,5.33667
7,7140,243,7,602.20331,403.05032,0,3.49893,1.86339,4.28654,11.08313,31.32225,0.00901,18.1098717396,9.41976201,3.556,37,18.8,5.48,0.0915011464678,21,21,10.668,5.33667,-7.112,21,10.668,5.33667,0.5,3,3,1.524,3.02736,2.032,21,10.668,5.33667
8,7141,243,8,602.258,402.98969,0,3.81926,1.85322,4.22203,10.74925,29.69963,0.00524,19.7480151549,5.30735766884,4.064,37,18.8,5.48,0.100565854999,21,21,10.668,5.33667,-6.604,21,10.668,5.33667,0.5,3,3,1.524,3.02736,2.54,21,10.668,5.33667
9,7142,243,9,602.02728,402.85779,0,3.74115,1.90937,4.53387,12.22033,36.38725,0.00811,4.91010275351,17.2745162737,4.572,37,18.8,5.48,0.0184598868245,21,21,10.668,5.33667,-6.096,21,10.668,5.33667,0.5,3,3,1.524,3.02736,3.048,21,10.668,5.33667
10,7143,243,10,602.13257,402.91098,0,4.03538,1.89699,4.45083,11.78278,34.25307,0.01224,10.7873718396,7.66756492278,5.08,37,18.8,5.48,0.0509819057901,21,21,10.668,5.33667,-5.588,21,10.668,5.33667,0.5,3,3,1.524,3.02736,3.556,21,10.668,5.33667
11,7144,243,11,601.98083,402.93915,0,3.67596,1.88621,4.39906,11.53276,32.98888,0.00626,2.51748188722,10.0316242809,5.588,37,18.8,5.48,0.00522025800173,21,21,10.668,5.33667,-5.08,21,10.668,5.33667,0.5,3,3,1.524,3.02736,4.064,21,10.668,5.33667
12,7145,243,12,602.01367,402.90732,0,4.31786,1.88285,4.36273,11.32064,31.94629,0.00752,3.05916670108,2.97272118816,6.096,37,18.8,5.48,0.00821768478819,21,21,10.668,5.33667,-4.572,21,10.668,5.33667,0.5,3,3,1.524,3.02736,4.572,21,10.668,5.33667
13,7146,243,13,601.81012,402.76935,0,4.67646,1.82755,4.08784,10.16654,27.32372,0.01017,13.3881559555,15.9837000211,6.604,37,18.8,5.48,0.0653734112848,21,21,10.668,5.33667,-4.064,21,10.668,5.33667,0.5,3,3,1.524,3.02736,5.08,21,10.668,5.33667
14,7147,243,14,601.77191,402.96756,0,4.41879,1.86142,4.24464,10.78058,29.61902,0.00695,13.3437974559,13.1208595239,7.112,37,18.8,5.48,0.0651279523915,21,21,10.668,5.33667,-3.556,21,10.668,5.33667,0.5,3,3,1.524,3.02736,5.588,21,10.668,5.33667
15,7148,243,15,601.76965,403.04739,0,4.34334,1.88493,4.35363,11.21633,31.30493,0.01427,15.8821162939,5.19102896471,7.62,37,18.8,5.48,0.0791738046709,21,21,10.668,5.33667,-3.048,21,10.668,5.33667,0.5,3,3,1.524,3.02736,6.096,21,10.668,5.33667
16,7149,243,16,601.85413,402.94449,0,4.57269,1.88008,4.32828,11.1112,30.90129,0.0096,7.80319585571,8.65386097011,8.128,37,18.8,5.48,0.0344688915785,21,21,10.668,5.33667,-2.54,21,10.668,5.33667,0.5,3,3,1.524,3.02736,6.604,21,10.668,5.33667
17,7150,243,17,601.88239,403.06171,0,4.37404,1.8373,4.17167,10.64182,29.65274,0.0067,11.6815767186,7.83759746989,8.636,37,18.8,5.48,0.055930011383,21,21,10.668,5.33667,-2.032,21,10.668,5.33667,0.5,3,3,1.524,3.02736,7.112,21,10.668,5.33667
18,7151,243,18,601.71979,403.03531,0,4.54996,1.87141,4.29647,11.01264,30.61223,0.01153,18.212374544,10.7074001046,9.144,37,18.8,5.48,0.0920683483606,21,21,10.668,5.33667,-1.524,21,10.668,5.33667,0.5,3,3,1.524,3.02736,7.62,21,10.668,5.33667
19,7152,243,19,601.82623,402.88809,0,4.82993,1.9307,4.59472,12.30014,35.99213,0.01023,9.18864758615,11.8084092261,9.652,37,18.8,5.48,0.0421353242012,21,21,10.668,5.33667,-1.016,21,10.668,5.33667,0.5,3,3,1.524,3.02736,8.128,21,10.668,5.33667
20,7153,243,20,602.00787,402.98096,0,5.09949,1.89472,4.45393,11.81367,34.3178,0.00756,5.72469321667,13.2603069143,10.16,37,18.8,5.48,0.0229674440087,21,21,10.668,5.33667,-0.508,21,10.668,5.33667,0.5,3,3,1.524,3.02736,8.636,21,10.668,5.33667
21,7154,243,21,601.91626,402.99286,0,5.33667,1.9022,4.45117,11.65313,33.11954,0.01332,6.69851024725,6.00467808234,10.668,37,18.8,5.48,0.0283560854804,21,21,10.668,5.33667,0.0,21,10.668,5.33667,0.5,3,3,1.524,3.02736,9.144,21,10.668,5.33667
22,7155,243,22,601.88489,403.03549,0,4.72401,1.86847,4.27901,10.91572,30.11253,0.00748,10.12198435,3.44033265906,11.176,37,18.8,5.48,0.0472999670807,21,21,10.668,5.33667,0.508,21,10.668,5.33667,0.5,3,3,1.524,3.02736,9.652,21,10.668,5.33667
23,7156,243,23,601.8855,403.22537,0,5.12403,1.85975,4.23539,10.74929,29.54087,0.01001,21.6069887048,12.3422636887,11.684,37,18.8,5.48,0.110852532733,21,21,10.668,5.33667,1.016,21,10.668,5.33667,0.5,3,3,1.524,3.02736,10.16,21,10.668,5.33667
24,7157,243,24,601.63153,403.28882,0,5.36488,1.87677,4.3311,11.19143,31.5131,0.00322,33.2215798541,17.0154386621,12.192,37,18.8,5.48,0.17512217023,21,21,10.668,5.33667,1.524,21,10.668,5.33667,0.5,3,3,1.524,3.02736,10.668,21,10.668,5.33667
