, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPointIndex,inflectionPointFrame,inflectionPointTime,inflectionPointIntensity,time aligned[s],alignment_frame_Id,alignment_time_seconds,alignment_intensity_AU,align_intensity_threshold,inflectionPoint_fromIntensity_Index,inflectionPoint_fromIntensity_Frame,inflectionPoint_fromIntensity_Time,inflectionPoint_fromIntensity_Intensity,time aligned_byIntensity[s],alignment_byIntensity_frame_Id,alignment_byIntensity_time_seconds,alignment_byIntensity_intensity_AU
0,25815,905,35,599.05457,406.00641,0,4.33693,3.11156,11.14139,43.08928,175.38312,0.00242,0.0,0.0,17.78,60,30.48,4.39,0.0,0,35,17.78,4.33693,0.0,35,17.78,4.33693,0.5,0,35,17.78,4.33693,0.0,35,17.78,4.33693
1,25816,905,37,597.87262,406.25357,0,3.64617,2.55629,8.02341,28.29918,108.04276,0.00235,78.4885124889,78.4885124889,18.796,60,30.48,4.39,0.0,0,35,17.78,4.33693,1.016,35,17.78,4.33693,0.5,0,35,17.78,4.33693,1.016,35,17.78,4.33693
2,25817,905,38,597.09735,406.48196,0,2.34325,2.34569,7.13402,25.20758,98.30429,0.00289,130.92068117,52.5337368947,19.304,60,30.48,4.39,0.267344194452,0,35,17.78,4.33693,1.524,35,17.78,4.33693,0.5,0,35,17.78,4.33693,1.524,35,17.78,4.33693
3,25818,905,39,596.84711,406.66989,0,2.45091,2.1587,6.05662,19.87268,72.87827,0.00479,149.825851089,20.341754154,19.812,60,30.48,4.39,0.363738975556,0,35,17.78,4.33693,2.032,35,17.78,4.33693,0.5,0,35,17.78,4.33693,2.032,35,17.78,4.33693
4,25819,905,40,596.74823,406.74033,0,2.72905,2.00913,5.03188,14.38299,45.63877,0.00494,157.319374743,7.89129126315,20.32,60,30.48,4.39,0.401947390262,0,35,17.78,4.33693,2.54,35,17.78,4.33693,0.5,0,35,17.78,4.33693,2.54,35,17.78,4.33693
5,25820,905,41,597.09003,406.60962,0,3.01327,2.02681,5.17491,15.20437,49.83128,0.00562,133.57902829,23.7861231356,20.828,60,30.48,4.39,0.280898729523,0,35,17.78,4.33693,3.048,35,17.78,4.33693,0.5,0,35,17.78,4.33693,3.048,35,17.78,4.33693
6,25821,905,42,596.39569,406.99509,0,2.88799,1.92704,4.56662,12.12488,35.01157,0.01267,184.38852584,51.6206067013,21.336,60,30.48,4.39,0.539969153935,0,35,17.78,4.33693,3.556,35,17.78,4.33693,0.5,0,35,17.78,4.33693,3.556,35,17.78,4.33693
7,25822,905,43,596.57794,407.04202,0,3.1432,2.03181,5.11958,14.6098,45.78398,0.00454,174.488189765,12.2326973422,21.844,60,30.48,4.39,0.489488743925,0,35,17.78,4.33693,4.064,35,17.78,4.33693,0.5,0,35,17.78,4.33693,4.064,35,17.78,4.33693
8,25823,905,44,597.07947,406.59689,0,3.1417,2.31616,6.71669,22.2137,80.63718,0.00379,133.995992685,43.5874829418,22.352,60,30.48,4.39,0.28302477186,0,35,17.78,4.33693,4.572,35,17.78,4.33693,0.5,0,35,17.78,4.33693,4.572,35,17.78,4.33693
9,25824,905,45,597.28632,406.49597,0,2.76409,2.19211,5.95245,18.35737,62.21793,0.00297,119.259980974,14.9601378203,22.86,60,30.48,4.39,0.207887937368,0,35,17.78,4.33693,5.08,35,17.78,4.33693,0.5,0,35,17.78,4.33693,5.08,35,17.78,4.33693
10,25825,905,46,597.09155,406.89191,0,2.76075,2.09526,5.57198,17.08804,58.24274,0.00553,139.977432395,28.6814174896,23.368,60,30.48,4.39,0.313523284913,0,35,17.78,4.33693,5.588,35,17.78,4.33693,0.5,0,35,17.78,4.33693,5.588,35,17.78,4.33693
11,25826,905,47,596.51776,407.1113,0,2.76358,2.01049,4.93732,13.58558,40.75575,0.00607,179.853800634,39.9296294178,23.876,60,30.48,4.39,0.51684723303,0,35,17.78,4.33693,6.096,35,17.78,4.33693,0.5,0,35,17.78,4.33693,6.096,35,17.78,4.33693
12,25827,905,48,596.64026,406.71048,0,3.11234,1.88294,4.33065,11.06902,30.53116,0.00782,163.467018128,27.2429045283,24.384,60,30.48,4.39,0.433293352292,0,35,17.78,4.33693,6.604,35,17.78,4.33693,0.5,0,35,17.78,4.33693,6.604,35,17.78,4.33693
13,25828,905,49,596.26776,407.04327,0,3.4958,1.97427,4.81486,13.2347,39.79882,0.00639,193.274072203,32.4678373021,24.892,60,30.48,4.39,0.585275295076,0,35,17.78,4.33693,7.112,35,17.78,4.33693,0.5,0,35,17.78,4.33693,7.112,35,17.78,4.33693
14,25829,905,50,597.00732,406.93478,0,3.30452,2.00807,5.03214,14.31785,44.77452,0.00853,146.114208573,48.5858836123,25.4,60,30.48,4.39,0.344813836593,0,35,17.78,4.33693,7.62,35,17.78,4.33693,0.5,0,35,17.78,4.33693,7.62,35,17.78,4.33693
15,25830,905,51,596.66101,407.03488,0,3.48173,1.88865,4.41754,11.63836,33.5296,0.01357,169.335666831,23.4316323647,25.908,60,30.48,4.39,0.463216759994,0,35,17.78,4.33693,8.128,35,17.78,4.33693,0.5,0,35,17.78,4.33693,8.128,35,17.78,4.33693
16,25831,905,52,596.69916,407.14478,0,3.42823,2.03942,5.09925,14.293,43.58202,0.00645,170.044801944,7.56166332975,26.416,60,30.48,4.39,0.466832539393,0,35,17.78,4.33693,8.636,35,17.78,4.33693,0.5,0,35,17.78,4.33693,8.636,35,17.78,4.33693
17,25832,905,53,596.55145,407.23209,0,3.36991,1.99096,4.8532,13.24634,39.32785,0.0048,181.161205992,11.152999993,26.924,60,30.48,4.39,0.523513507588,0,35,17.78,4.33693,9.144,35,17.78,4.33693,0.5,0,35,17.78,4.33693,9.144,35,17.78,4.33693
18,25833,905,54,596.6803,406.99945,0,3.36936,1.92095,4.55424,12.14474,35.36819,0.00533,167.282352192,17.2860521555,27.432,60,30.48,4.39,0.452747199757,0,35,17.78,4.33693,9.652,35,17.78,4.33693,0.5,0,35,17.78,4.33693,9.652,35,17.78,4.33693
19,25834,905,55,596.9184,407.1279,0,3.32618,2.00768,4.95714,13.7478,41.56225,0.00382,156.823355486,17.5849943933,27.94,60,30.48,4.39,0.399418258398,0,35,17.78,4.33693,10.16,35,17.78,4.33693,0.5,0,35,17.78,4.33693,10.16,35,17.78,4.33693
20,25835,905,56,596.49792,406.97705,0,3.58378,1.97427,4.84907,13.49786,41.30515,0.00497,177.755703722,29.0368287008,28.448,60,30.48,4.39,0.506149334333,0,35,17.78,4.33693,10.668,35,17.78,4.33693,0.5,0,35,17.78,4.33693,10.668,35,17.78,4.33693
21,25836,905,57,596.90369,406.74179,0,3.44467,2.00505,4.96393,13.81839,41.89596,0.00333,147.752713992,30.4874641142,28.956,60,30.48,4.39,0.353168343421,0,35,17.78,4.33693,11.176,35,17.78,4.33693,0.5,0,35,17.78,4.33693,11.176,35,17.78,4.33693
