,time[frames],multi_alignedByIntensity_intensity_mean,multi_alignedByIntensity_intensity_std,multi_alignedByIntensity_intensity_mean_normalized,multi_alignedByIntensity_intensity_std_normalized,multi_alignedByIntensity_distance_mean,multi_alignedByIntensity_distance_std,multi_alignedByIntensity_distance_mean_normalized,multi_alignedByIntensity_distance_std_normalized
0,-503.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-502.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-501.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-500.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-499.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-498.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-497.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-496.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-495.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-494.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-493.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-492.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-491.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-490.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-489.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-488.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-487.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-486.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-485.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-484.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-483.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-482.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-481.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-480.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-479.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-478.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-477.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-476.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-475.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-474.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,-473.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-472.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-471.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-470.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,-469.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-468.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,-467.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-466.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-465.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-464.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-463.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-462.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,-461.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,-460.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-459.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,-458.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-457.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-456.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,-455.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,-454.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,-453.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,-452.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
