,time[frames],multi_alignedByDistance_intensity_mean,multi_alignedByDistance_intensity_std,multi_alignedByDistance_intensity_mean_normalized,multi_alignedByDistance_intensity_std_normalized,multi_alignedByDistance_distance_mean,multi_alignedByDistance_distance_std,multi_alignedByDistance_distance_mean_normalized,multi_alignedByDistance_distance_std_normalized
0,-469.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-468.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-467.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-466.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-465.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-464.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-463.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-462.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-461.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-460.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-459.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-458.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-457.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-456.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-455.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-454.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-453.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-452.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-451.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-450.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-449.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-448.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-447.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-446.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-445.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-443.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-442.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-441.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-440.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-439.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,-438.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-437.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-436.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-435.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,-434.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-433.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,-432.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-431.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-430.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-429.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-428.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-427.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,-426.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,-425.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-424.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,-423.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-422.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-421.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
